,Paper,Title,Supporting.Table,Column,Gene.Set.Size,Overlap,Odds,P.Value,Adj.P.Value
33,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM5_ESM.xlsx,LR_B-Unnamed_0,2275,157,2.31,1.71e-25,3.09e-21
34,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM5_ESM.xlsx,T_B-Unnamed_0,2275,157,2.31,1.71e-25,3.09e-21
35,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM5_ESM.xlsx,Wilcox_B-Marker_detection_results_in_Human_Cell_Atlas_Human_-PBMC_data_set_for_all_evaluated_methods,2275,157,2.31,1.71e-25,3.09e-21
36,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM4_ESM.xlsx,Hyper_mono-gene,1629,128,2.63,2.21e-25,3.78e-21
37,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM4_ESM.xlsx,sc2marker_Mono_DC-gene,1629,128,2.63,2.21e-25,3.78e-21
38,PMC7291606,Disease Activity-Associated Alteration of mRNA m5 C Methylation in CD4+ T Cells of Systemic Lupus Erythematosus,Table_3.xlsx,SM-MA-Unnamed_4,1407,117,2.79,3.68e-25,6.13e-21
39,PMC9296597,Single-cell multiomics analysis reveals regulatory programs in clear cell renal cell carcinoma,41421_2022_415_MOESM4_ESM.xlsx,Monocyte-gene,905,91,3.37,3.92e-25,6.37e-21
40,PMC9299576,Polyadenylation ligation‐mediated sequencing (PALM‐Seq) characterizes cell‐free coding and non‐coding RNAs in human biofluids,CTM2-12-e987-s008.xlsx,Saliva-Saliva-mRNA-differentially_abundant_genes,1870,138,2.47,7.46e-25,1.18e-20
41,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM4_ESM.xlsx,Super_enhancers_in_AML4-CLOSEST_GENE,656,76,3.88,8.94e-25,1.38e-20
42,PMC8410602,BET proteolysis targeted chimera-based therapy of novel models of Richter Transformation-diffuse large B-cell lymphoma,41375_2021_1181_MOESM4_ESM.xlsx,HPRT3-Unnamed_7,2173,151,2.33,1.04e-24,1.57e-20
43,PMC9439955,Histone acetylome-wide associations in immune cells from individuals with active Mycobacterium tuberculosis infection,41564_2021_1049_MOESM4_ESM.xlsx,SupTable33-Gene_Name,731,80,3.67,1.92e-24,2.83e-20
44,PMC9174272,"Single-cell RNA-sequencing of peripheral blood mononuclear cells reveals widespread, context-specific gene expression regulation upon pathogenic exposure",41467_2022_30893_MOESM8_ESM.xlsx,NKdim-Gene_symbol,2306,156,2.27,2.14e-24,3.09e-20
45,PMC8873234,Single-cell profiling of human subventricular zone progenitors identifies SFRP1 as a target to re-activate progenitors,41467_2022_28626_MOESM4_ESM.xlsx,Microglia_3-row_names,1136,102,3.01,2.41e-24,3.40e-20
46,PMC6750256,Profiling allele specific gene expression in brains from individuals with autism spectrum disorder reveals preferential minor allele usage,NIHMS1534152-supplement-7.xlsx,Gene_list-microglia,1806,134,2.49,2.72e-24,3.76e-20
47,PMC8964997,Single-Cell RNA Sequencing of Peripheral Blood Mononuclear Cells From Pediatric Coeliac Disease Patients Suggests Potential Pre-Seroconversion Markers,Table_7.xlsx,Sheet1-gene,2104,147,2.34,3.22e-24,4.36e-20
48,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S4-Unnamed_8,2016,143,2.38,3.91e-24,5.18e-20
49,PMC7704697,A molecular cell atlas of the human lung from single cell RNA sequencing,NIHMS1624031-supplement-1624031_Supp_Tab4.xlsx,Cluster_43_SS2-Neutrophil,1447,117,2.71,4.06e-24,5.28e-20
50,PMC9878167,High activation levels maintained in receptor‐binding domain–specific memory B cells in people with severe coronavirus disease 2019,IMCB-9999-0-s002.xlsx,Supplementary_table_1-Unnamed_6,2470,162,2.20,5.28e-24,6.64e-20
51,PMC7574992,The differential immune responses to COVID-19 in peripheral and lung revealed by single-cell RNA sequencing,41421_2020_225_MOESM2_ESM.xlsx,Supplementary_Table_S3-gene,2255,153,2.27,5.32e-24,6.64e-20
52,PMC8546983,Systems Biology behind Immunoprotection of Both Sheep and Goats after Sungri/96 PPRV Vaccination,msystems.00820,20-sd001.xls-CD14_CH-Genes,2332,156,2.24,6.92e-24,8.48e-20
53,PMC6339527,SWI/SNF remains localized to chromatin in the presence of SCHLAP1,NIHMS1509067-supplement-Sup_Table_2.xls,atac_down_homer_annotated-Unnamed_15,1737,130,2.51,7.50e-24,9.02e-20
54,PMC6339527,SWI/SNF remains localized to chromatin in the presence of SCHLAP1,NIHMS1509067-supplement-Sup_Table_2.xls,atac_down_homer_annotated-Unnamed_14,1739,130,2.51,8.33e-24,9.84e-20
55,PMC8830420,Pharmacological inhibition of LSD1 triggers myeloid differentiation by targeting GSE1 oncogenic functions in AML,41388_2021_2123_MOESM7_ESM.xlsx,Spreadsheet_2-Table_S6_Genes_negative_correlated_with_GSE1_expression_levels_in_TCGA_dataset_FDR_0_05,2080,145,2.34,9.28e-24,1.08e-19
56,PMC8433066,Single-cell transcriptomics reveal DHX9 in mature B cell as a dynamic network biomarker before lymph node metastasis in CRC,mmc4.xlsx,Table_s5_NDEG_1vs2__anno-ensembl_gene_id,2244,152,2.27,9.44e-24,1.08e-19
57,PMC9722937,Single-cell sequencing shows cellular heterogeneity of cutaneous lesions in lupus erythematosus,41467_2022_35209_MOESM15_ESM.xlsx,epidermis-Unnamed_7,2105,146,2.32,1.01e-23,1.13e-19
58,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S6-Unnamed_8,2014,142,2.36,1.08e-23,1.19e-19
59,PMC7291606,Disease Activity-Associated Alteration of mRNA m5 C Methylation in CD4+ T Cells of Systemic Lupus Erythematosus,Table_3.xlsx,SA-Unnamed_4,1487,118,2.66,1.22e-23,1.32e-19
60,PMC9174272,"Single-cell RNA-sequencing of peripheral blood mononuclear cells reveals widespread, context-specific gene expression regulation upon pathogenic exposure",41467_2022_30893_MOESM14_ESM.xlsx,HLA-DQA2-Genes,2111,146,2.32,1.34e-23,1.43e-19
61,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S50-Table_S50,1578,122,2.59,1.69e-23,1.77e-19
62,PMC8433066,Single-cell transcriptomics reveal DHX9 in mature B cell as a dynamic network biomarker before lymph node metastasis in CRC,mmc4.xlsx,Table_s5_NDEG_1vs2__anno-hgnc_id,2260,152,2.25,1.95e-23,2.01e-19
63,PMC8433066,Single-cell transcriptomics reveal DHX9 in mature B cell as a dynamic network biomarker before lymph node metastasis in CRC,mmc4.xlsx,Table_s5_NDEG_1vs2__anno-hgnc_symbol,2262,152,2.25,2.13e-23,2.16e-19
64,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S4-Unnamed_1,2029,142,2.35,2.21e-23,2.21e-19
65,PMC9942876,Single-cell and spatial transcriptomics reveal aberrant lymphoid developmental programs driving granuloma formation,mmc4.xlsx,GA_vs_homeostatic_Th_cells-Unnamed_1,2011,141,2.35,2.81e-23,2.76e-19
66,PMC9377018,Alveolar macrophages in early stage COPD show functional deviations with properties of impaired immune activation,Table_5.xlsx,C1Q_MФ-Genes,2200,149,2.27,3.18e-23,3.09e-19
67,PMC7738879,Phosphoproteomics identify arachidonic-acid-regulated signal transduction pathways modulating macrophage functions with implications for ovarian cancer,thnov11p1377s2.xlsx,S3-Gene_names,2440,159,2.18,3.33e-23,3.18e-19
68,PMC9345398,"Screening of cell‐virus, cell‐cell, gene‐gene crosstalk among animal kingdom at single cell resolution",CTM2-12-e886-s007.xlsx,Mongolian_horse-PBMC-Gene,2490,161,2.17,3.53e-23,3.32e-19
69,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S53-Table_S53,2252,151,2.25,3.93e-23,3.65e-19
70,PMC7857060,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,mmc5.xlsx,NeutrophilV_vs_V--Unnamed_7,1426,114,2.68,4.62e-23,4.23e-19
71,PMC8233196,Functional and genomic adaptations of blood monocytes to pregravid obesity during pregnancy,mmc2.xlsx,Intermediate_Mo_-cluster_V-Unnamed_0,1803,131,2.44,7.11e-23,6.41e-19
72,PMC7484178,Therapy-Induced Evolution of Human Lung Cancer Revealed by Single-Cell RNA Sequencing,mmc4.xlsx,6_T-cell_Clusters-gene,1964,138,2.36,7.98e-23,7.10e-19
73,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S57-Table_S57,2060,142,2.31,9.49e-23,8.33e-19
74,PMC9013654,Immune features of COVID-19 convalescent individuals revealed by a single-cell RNA sequencing,mmc5.xlsx,44-gene,1837,132,2.41,1.26e-22,1.09e-18
75,PMC9270000,Monocyte biomarkers define sargramostim treatment outcomes for Parkinson's disease,CTM2-12-e958-s002.xls,Proteomics_RNA-seq_overlapped-Unnamed_0,2498,160,2.15,1.38e-22,1.18e-18
76,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S48-Table_S48,1667,124,2.49,1.91e-22,1.60e-18
77,PMC8085501,A Partial Picture of the Single-Cell Transcriptomics of Human IgA Nephropathy,Table_10.xlsx,DC-gene_id,2288,151,2.21,1.92e-22,1.60e-18
78,PMC8626230,SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis,mmc3.xlsx,3-Unnamed_3,1603,121,2.53,2.09e-22,1.72e-18
79,PMC9554030,A disorder clinically resembling cystic fibrosis caused by biallelic variants in the AGR2 gene,jmedgenet-2021-108150supp001.xlsx,Tab4_WT_vs_LoF-symbol,2473,158,2.14,3.72e-22,3.02e-18
80,PMC8056753,Human KIT+ myeloid cells facilitate visceral metastasis by melanoma,JEM_20182163_TableS8.xlsx,JEM_20182163_DataS3-gene,2281,150,2.20,4.01e-22,3.21e-18
81,PMC8079812,Single-Cell RNA Sequencing Analysis of the Immunometabolic Rewiring and Immunopathogenesis of Coronavirus Disease 2019,DataSheet_2.xlsx,Table_S7-Gene,1401,111,2.66,4.07e-22,3.22e-18
82,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S8-Unnamed_9,2027,139,2.30,5.17e-22,4.05e-18
83,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S6-Unnamed_1,2028,139,2.30,5.42e-22,4.19e-18
84,PMC7646563,An atlas of immune cell exhaustion in HIV-infected individuals revealed by single-cell transcriptomics,TEMI_A_1826361_SM3404.xlsx,CD14_mono-Unnamed_0,1514,116,2.57,5.85e-22,4.47e-18
85,PMC10545891,Unravelling the role of immune cells and FN1 in the recurrence and therapeutic process of skull base chordoma,CTM2-13-e1429-s002.xls,Table_S5-Unnamed_7,1895,133,2.35,6.96e-22,5.26e-18
86,PMC9992450,Platelet-instructed SPP1+ macrophages drive myofibroblast activation in fibrosis in a CXCL4-dependent manner,mmc6.xlsx,MPC_MarkerGenes_HF_Rao-gene,1124,97,2.89,7.17e-22,5.31e-18
87,PMC9554030,A disorder clinically resembling cystic fibrosis caused by biallelic variants in the AGR2 gene,jmedgenet-2021-108150supp001.xlsx,Tab4_WT_vs_LoF-ensgene,2489,158,2.13,7.19e-22,5.31e-18
88,PMC10259667,Single‐cell atlas reveals a distinct immune profile fostered by T cell‐B cell crosstalk in triple negative breast cancer,CAC2-43-661-s001.xlsx,S11-Supplementary_Table_S11_Differentially_expressed_genes_of_Treg_cells_exhausted_CD8_T_cells_and_cytotoxic_CD8_T_cells_in_TNBC_compared_to_their_counterparts,1967,136,2.32,8.03e-22,5.86e-18
89,PMC5339410,Transcriptome Analysis of Monozygotic Twin Brothers with Childhood Primary Myelofibrosis,mmc3.xlsx,Table_S3-Unnamed_19,2443,156,2.14,8.14e-22,5.87e-18
90,PMC9995364,Longitudinal single-cell profiling of chemotherapy response in acute myeloid leukemia,41467_2023_36969_MOESM6_ESM.xlsx,NPM1_cl8_res_0_6-gene,1227,102,2.79,8.38e-22,5.98e-18
91,PMC8641482,FEM: mining biological meaning from cell level in single-cell RNA sequencing data,peerj-09-12570-s003.xlsx,table_s2-1_GC-DEG-gene,1742,126,2.42,9.04e-22,6.38e-18
92,PMC10210368,A T-cell-related signature for prognostic stratification and immunotherapy response in hepatocellular carcinoma based on transcriptomics and single-cell sequencing,12859_2023_5344_MOESM3_ESM.xlsx,04_cellMarkers-Unnamed_6,1438,112,2.61,9.87e-22,6.90e-18
93,PMC9258069,Integrated analysis reveals the dysfunction of signaling pathways in uveal melanoma,12885_2022_9822_MOESM6_ESM.xls,cluster0-metastaticVSprimary-gene,1812,129,2.39,1.02e-21,7.05e-18
94,PMC10545891,Unravelling the role of immune cells and FN1 in the recurrence and therapeutic process of skull base chordoma,CTM2-13-e1429-s002.xls,Table_S5-Unnamed_0,1940,134,2.33,1.07e-21,7.30e-18
95,PMC8795627,Single-Cell Transcriptome Profiling Unravels Distinct Peripheral Blood Immune Cell Signatures of RRMS and MOG Antibody-Associated Disease,Table_3.xlsx,Sheet1-Table_S3_Marker_genes_of_PBMC_major_cell_types_identified_by_scRNA-seq,2234,147,2.21,1.17e-21,7.91e-18
96,PMC8302446,Single cell analysis of M. tuberculosis phenotype and macrophage lineages in the infected lung,JEM_20210615_TableS30.xlsx,Table_S30-Table_S30_Marker_genes_that_define_the_human_AM_2_exclusive_subpopulation_when_compared_with_the_rest_of_the_cells_in_the_dataset,2187,145,2.22,1.20e-21,8.07e-18
97,PMC9381754,Single-cell RNA sequencing reveals distinct immunology profiles in human keloid,Table_2.xlsx,Cell_Type-MPs-Gene,1862,131,2.36,1.27e-21,8.35e-18
98,PMC7921413,Identification of leukemic and pre-leukemic stem cells by clonal tracking from single-cell transcriptomics,41467_2021_21650_MOESM5_ESM.xlsx,002_DE-CD34-_Blasts_Calprotectin-AZU1,2405,154,2.15,1.27e-21,8.35e-18
99,PMC6357748,Multiplexed enrichment and genomic profiling of peripheral blood cells reveal subset-specific immune signatures,aau9223_Table_S3.xlsx,CD4_T_-_DE-Unnamed_0,2381,153,2.15,1.29e-21,8.38e-18
100,PMC10070171,High-Resolution Analysis of Mononuclear Phagocytes Reveals GPNMB as a Prognostic Marker in Human Colorectal Liver Metastasis,cir-22-0462_supplementary_table_s3_suppst3.xlsx,Marker_genes_MoMf-MoMf_cluster_marker_genes_related_to_Figure_2,1197,100,2.80,1.60e-21,1.03e-17
101,PMC9314343,Postmitotic differentiation of human monocytes requires cohesin-structured chromatin,41467_2022_31892_MOESM8_ESM.xlsx,Fig7f-Gene_name,2173,144,2.22,1.84e-21,1.16e-17
102,PMC8181206,Single‐cell analyses reveal suppressive tumor microenvironment of human colorectal cancer,CTM2-11-e422-s005.xlsx,Sheet1-Unnamed_7,2173,144,2.22,1.84e-21,1.16e-17
103,PMC10259667,Single‐cell atlas reveals a distinct immune profile fostered by T cell‐B cell crosstalk in triple negative breast cancer,CAC2-43-661-s001.xlsx,S12-Supplementary_Table_S12_Differentially_expressed_genes_among_Pre-branch_Path_I_and_Path_II,1180,99,2.81,1.95e-21,1.22e-17
104,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S51-Table_S51,1669,122,2.45,2.03e-21,1.25e-17
105,PMC9618568,Defining cellular complexity in human autosomal dominant polycystic kidney disease by multimodal single cell analysis,41467_2022_34255_MOESM7_ESM.xlsx,ENDO-gene,2130,142,2.23,2.24e-21,1.37e-17
106,PMC8181206,Single‐cell analyses reveal suppressive tumor microenvironment of human colorectal cancer,CTM2-11-e422-s005.xlsx,Sheet1-Table_S3_List_of_genes_that_are_differentially_expressed_in_imyeloid_cell_sub-clusters_related_to_Figure_4,2202,145,2.21,2.31e-21,1.40e-17
107,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM4_ESM.xlsx,MAST_mono-Unnamed_0,1853,130,2.35,2.45e-21,1.42e-17
108,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM4_ESM.xlsx,ROC_mono-Unnamed_0,1853,130,2.35,2.45e-21,1.42e-17
109,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM4_ESM.xlsx,Ttest_mono-Unnamed_0,1853,130,2.35,2.45e-21,1.42e-17
110,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM4_ESM.xlsx,LR_mono-Unnamed_0,1853,130,2.35,2.45e-21,1.42e-17
111,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM4_ESM.xlsx,Wilcox_mono-Unnamed_0,1853,130,2.35,2.45e-21,1.42e-17
112,PMC9878167,High activation levels maintained in receptor‐binding domain–specific memory B cells in people with severe coronavirus disease 2019,IMCB-9999-0-s002.xlsx,Supplementary_table_5-Unnamed_6,2039,138,2.27,2.57e-21,1.48e-17
113,PMC9681209,Global hypo-methylation in a proportion of glioblastoma enriched for an astrocytic signature is associated with increased invasion and altered immune landscape,elife-77335-supp3.xlsx,NK_KRT81_KLRC1-gene,1926,133,2.31,2.98e-21,1.70e-17
114,PMC8641482,FEM: mining biological meaning from cell level in single-cell RNA sequencing data,peerj-09-12570-s003.xlsx,table_s2-1_GC-DEG-Unnamed_0,1790,127,2.38,3.14e-21,1.77e-17
115,PMC9271696,Revealing the Key MSCs Niches and Pathogenic Genes in Influencing CEP Homeostasis: A Conjoint Analysis of Single-Cell and WGCNA,Table_2.xlsx,Blood_cell-p_val,1148,97,2.83,3.26e-21,1.81e-17
116,PMC9271696,Revealing the Key MSCs Niches and Pathogenic Genes in Influencing CEP Homeostasis: A Conjoint Analysis of Single-Cell and WGCNA,Table_2.xlsx,Blood_cell-entrezID,1148,97,2.83,3.26e-21,1.81e-17
117,PMC8409978,HIV infection drives interferon signaling within intestinal SARS-CoV-2 target cells,jciinsight-6-148920-s202.xlsx,Supplemental_Table_2A-Supplemental_Table_2,2380,152,2.14,3.39e-21,1.87e-17
118,PMC10095836,Development and investigation of metabolism-associated risk assessment models for patients with viral hepatitis,Table_3.xlsx,Mac_cluster_markers-Differential_Expressed_Genes_of_various_macrophage_cell_clusters,531,63,3.98,3.78e-21,2.07e-17
119,PMC10550956,Alternative splicing in lung influences COVID-19 severity and respiratory diseases,41467_2023_41912_MOESM4_ESM.xlsx,Supplementary_Data_2-Unnamed_1,2362,151,2.14,4.41e-21,2.39e-17
120,PMC10286830,Pro-inflammatory polarization and colorectal cancer modulate alternative and intronic polyadenylation in primary human macrophages,Table_3.xlsx,3_UTR-APA-3_UTR-APA,599,67,3.75,4.89e-21,2.62e-17
121,PMC9708905,Systems biology reveals anatabine to be an NRF2 activator,Table1.XLSX,Figure_2A-anatabine_concentration_uM,2439,154,2.12,5.11e-21,2.72e-17
122,PMC10299999,Age-associated B cells predict impaired humoral immunity after COVID-19 vaccination in patients receiving immune checkpoint blockade,41467_2023_38810_MOESM5_ESM.xlsx,Supplementary_Data_File_2-Unnamed_1,2342,150,2.15,5.27e-21,2.76e-17
123,PMC6756037,EZH2 is overexpressed in transitional preplasmablasts and is involved in human plasma cell differentiation,41375_2019_392_MOESM7_ESM.xlsx,MBC_signature_genes-Unnamed_1,2489,156,2.10,5.27e-21,2.76e-17
124,PMC9086907,Roles of the m6A Modification of RNA in the Glioblastoma Microenvironment as Revealed by Single-Cell Analyses,Table_1.xlsx,Table_S4-Unnamed_9,1363,107,2.63,5.50e-21,2.86e-17
125,PMC10582193,Single-cell chromatin accessibility and transcriptomic characterization of Behcet’s disease,42003_2023_5420_MOESM11_ESM.xlsx,Supplementary_Data_8-Unnamed_6,1301,104,2.68,5.80e-21,2.99e-17
