,Paper,Title,Supporting.Table,Column,Gene.Set.Size,Overlap,Odds,P.Value,Adj.P.Value
51,PMC9395525,Single cell transcriptomic analysis of the immune cell compartment in the human small intestine and in Celiac disease,41467_2022_32691_MOESM4_ESM.xlsx,fig_1f_cluster_markers_table-gene,2191,170,1.90,7.18e-18,8.97e-14
52,PMC8266365,Shifting epigenetic contexts influence regulatory variation and disease risk,aging-13-203194-s004.xls,Region-Associated_Genesets-FETALBIASED_Regions_FETALBIASED_Promoter_Intersects,2261,173,1.88,1.31e-17,1.61e-13
53,PMC9162783,Identification of TCR repertoires in asymptomatic COVID-19 patients by single-cell T-cell receptor sequencing,mmc2.xlsx,1-gene,1165,111,2.34,1.36e-17,1.63e-13
54,PMC10319804,Defining the landscape of circular RNAs in neuroblastoma unveils a global suppressive function of MYCN,41467_2023_38747_MOESM4_ESM.xlsx,circRNAs_in_NB_tumor_samples-gene_name,2225,171,1.88,1.41e-17,1.67e-13
55,PMC10091377,"Behçet syndrome: The disturbed balance between anti‐ (CLEC12A, CLC) and proinflammatory (IFI27) gene expressions",IID3-11-e836-s008.xlsx,VvsC_p0_05_FC1_5-Gene_Identifier,2380,179,1.84,1.62e-17,1.88e-13
56,PMC7801505,Novel circRNA discovery in sheep shows evidence of high backsplice junction conservation,41598_2020_79781_MOESM2_ESM.txt,Human_Gene,1453,128,2.16,1.67e-17,1.90e-13
57,PMC2885365,Analysis of microRNA transcriptome by deep sequencing of small RNA libraries of peripheral blood,1471-2164-11-288-S10.XLS,Downregulated_K562-Gene_Symbol,1371,123,2.20,2.01e-17,2.25e-13
58,PMC5946033,Deep Surveying of the Transcriptional and Alternative Splicing Signatures for Decidual CD8+ T Cells at the First Trimester of Human Healthy Pregnancy,Table_9.xlsx,Sheet1-GeneID,2293,174,1.86,2.31e-17,2.50e-13
59,PMC5946033,Deep Surveying of the Transcriptional and Alternative Splicing Signatures for Decidual CD8+ T Cells at the First Trimester of Human Healthy Pregnancy,Table_9.xlsx,Sheet1-geneSymbol,2293,174,1.86,2.31e-17,2.50e-13
60,PMC4631094,"Polycomb Repressor Complex 1 Member, BMI1 Contributes to Urothelial Tumorigenesis through p16-Independent Mechanisms",mmc5.xlsx,Sup_data_1_Venn_shared_NA-Gene_Symbol_1,1341,121,2.21,2.50e-17,2.62e-13
61,PMC4631094,"Polycomb Repressor Complex 1 Member, BMI1 Contributes to Urothelial Tumorigenesis through p16-Independent Mechanisms",mmc5.xlsx,Sup_data_1_Venn_shared_NA-Gene_Symbol,1341,121,2.21,2.50e-17,2.62e-13
62,PMC6020373,Disease-specific regulation of gene expression in a comparative analysis of juvenile idiopathic arthritis and inflammatory bowel disease,13073_2018_558_MOESM2_ESM.xlsx,Table_S2-Unnamed_24,1550,133,2.10,2.95e-17,3.04e-13
63,PMC7823074,Impact of Intermediate Hyperglycemia and Diabetes on Immune Dysfunction in Tuberculosis,ciaa751_suppl_supplementary_table_3.xlsx,Down-reg_in_IH-TB-Gene_Symbol,1890,152,1.97,3.10e-17,3.15e-13
64,PMC7704697,A molecular cell atlas of the human lung from single cell RNA sequencing,NIHMS1624031-supplement-1624031_Supp_Tab4.xlsx,Cluster_36_SS2-CD8_Memory_Effector_T,2206,169,1.88,3.22e-17,3.21e-13
65,PMC7435197,The ubiquitin ligase Cullin-1 associates with chromatin and regulates transcription of specific c-MYC target genes,41598_2020_70610_MOESM1_ESM.xlsx,Target_genes-AAED1,2360,177,1.84,3.52e-17,3.46e-13
66,PMC7924267,A single-cell and spatial atlas of autopsy tissues reveals pathology and cellular targets of SARS-CoV-2,media-9.xlsx,CD8_T_cell_up-feature,1607,136,2.08,3.73e-17,3.61e-13
67,PMC9888347,Th17.1 cell driven sarcoidosis-like inflammation after anti-BCMA CAR T cells in multiple myeloma,41375_2023_1824_MOESM3_ESM.xlsx,8-gene,1915,153,1.96,4.27e-17,4.07e-13
68,PMC3638713,Candidate cancer-targeting agents identified by expression-profiling arrays,OTT-6-447-S4.xml.xls,t-test_p-value_threshold_0_01-Unnamed_62,2309,174,1.85,4.59e-17,4.32e-13
69,PMC9928586,A topographic atlas defines developmental origins of cell heterogeneity in the human embryonic lung,41556_2022_1064_MOESM4_ESM.xlsx,12_DEGs_in_arterial_clusters-gene,2386,178,1.83,4.69e-17,4.35e-13
70,PMC9888347,Th17.1 cell driven sarcoidosis-like inflammation after anti-BCMA CAR T cells in multiple myeloma,41375_2023_1824_MOESM3_ESM.xlsx,8-ENSEMBL_ID,1901,152,1.96,5.22e-17,4.77e-13
71,PMC8800370,CD19-CAR T cells undergo exhaustion DNA methylation programming in patients with acute lymphoblastic leukemia,NIHMS1769771-supplement-Supplemental_Table_1.xlsx,all_methylated_Kmeans-Unnamed_19,1204,112,2.28,5.47e-17,4.93e-13
72,PMC6007927,Whole blood transcriptome changes following controlled human malaria infection in malaria pre-exposed volunteers correlate with parasite prepatent period,pone.0199392.s001.xlsx,Table1-Unnamed_1,2241,170,1.86,6.47e-17,5.75e-13
73,PMC9303974,Sox9 directs divergent epigenomic states in brain tumor subtypes,pnas.2202015119.sd06.xlsx,Sheet1-Co-targets_humanHGG_Sox9_H3K27ac,2300,173,1.84,7.03e-17,6.17e-13
74,PMC9668748,Broad transcriptomic dysregulation occurs across the cerebral cortex in ASD,41586_2022_5377_MOESM10_ESM.xlsx,PseudobulkExpression-ODC_genes,2363,176,1.83,8.91e-17,7.71e-13
75,PMC8493594,Chronic stress primes innate immune responses in mice and humans,NIHMS1738905-supplement-8.xlsx,Sheet1-Unnamed_1,2287,172,1.84,9.09e-17,7.77e-13
76,PMC8242244,A Non-Coding RNA Network Involved in KSHV Tumorigenesis,Table_6.xlsx,Targets-Unnamed_0,2161,165,1.87,1.21e-16,1.02e-12
77,PMC9888347,Th17.1 cell driven sarcoidosis-like inflammation after anti-BCMA CAR T cells in multiple myeloma,41375_2023_1824_MOESM3_ESM.xlsx,7-gene,1792,145,1.98,1.25e-16,1.04e-12
78,PMC9670818,Exploration of blood−derived coding and non-coding RNA diagnostic immunological panels for COVID-19 through a co-expressed-based machine learning procedure,Table_1.xlsx,Sheet1-blue,1632,136,2.04,1.34e-16,1.10e-12
79,PMC7574992,The differential immune responses to COVID-19 in peripheral and lung revealed by single-cell RNA sequencing,41421_2020_225_MOESM2_ESM.xlsx,Supplementary_Table_S5-gene,2354,175,1.82,1.36e-16,1.10e-12
80,PMC3185410,Next-generation insights into regulatory T cells: expression profiling and FoxP3 occupancy in Human,supp_gkr444_Table_S1_Activation_specific_genesets.xlsx,CD4_Th_act_vs_rest-Symbol,1705,140,2.01,1.45e-16,1.16e-12
81,PMC8245514,SETBP1 accumulation induces P53 inhibition and genotoxic stress in neural progenitors underlying neurodegeneration in Schinzel-Giedion syndrome,41467_2021_24391_MOESM4_ESM.xlsx,D868N_vs_D868D-De-regulated_expressed_genes_D868N_vs_D868D_NPCs_FDR_0_1,2187,166,1.86,1.64e-16,1.30e-12
82,PMC9888347,Th17.1 cell driven sarcoidosis-like inflammation after anti-BCMA CAR T cells in multiple myeloma,41375_2023_1824_MOESM3_ESM.xlsx,7-ENSEMBL_ID,1780,144,1.98,1.67e-16,1.31e-12
83,PMC8324889,RNA m6A modification orchestrates a LINE-1–host interaction that facilitates retrotransposition and contributes to long gene vulnerability,41422_2021_515_MOESM15_ESM.xlsx,Hela-typical-mils-host,1853,148,1.96,1.69e-16,1.31e-12
84,PMC10156742,Identification of CircRNA signature associated with tumor immune infiltration to predict therapeutic efficacy of immunotherapy,41467_2023_38232_MOESM6_ESM.xlsx,figureS2-b-symbol,2306,172,1.83,2.02e-16,1.54e-12
85,PMC7265345,"Genomic analyses of early responses to radiation inglioblastoma reveal new alterations at transcription,splicing, and translation levels",41598_2020_65638_MOESM4_ESM.xlsx,1_U251_modules-Cluster5,1047,101,2.37,2.21e-16,1.65e-12
86,PMC5506437,Cross‐sectional relations of whole‐blood miRNA expression levels and hand grip strength in a community sample,ACEL-16-888-s001.xlsx,S6a-Unnamed_6,889,91,2.51,2.22e-16,1.65e-12
87,PMC9395525,Single cell transcriptomic analysis of the immune cell compartment in the human small intestine and in Celiac disease,41467_2022_32691_MOESM4_ESM.xlsx,sfig_6e_naturalIELs_signature-X,1312,117,2.19,2.26e-16,1.65e-12
88,PMC9395525,Single cell transcriptomic analysis of the immune cell compartment in the human small intestine and in Celiac disease,41467_2022_32691_MOESM4_ESM.xlsx,sfig_6e_naturalIELs_signature-gene,1312,117,2.19,2.26e-16,1.65e-12
89,PMC8786967,Human reproduction is regulated by retrotransposons derived from ancient Hominidae-specific viral infections,41467_2022_28105_MOESM18_ESM.xlsx,Fig_S9B-downDEGs_inhPGCLC_vs_hESC,1538,130,2.07,2.45e-16,1.71e-12
90,PMC7966680,Identifying CNS-colonizing T cells as potential therapeutic targets to prevent progression of multiple sclerosis,mmc2.xlsx,T09_markers_-_CD4mem-down,1898,150,1.94,2.50e-16,1.71e-12
91,PMC9581405,The relationship of mRNA with protein expression in CD8+ T cells associates with gene class and gene characteristics,pone.0276294.s006.xlsx,AREs_CN-Ensembl_GeneID,1627,135,2.03,2.53e-16,1.71e-12
92,PMC7823074,Impact of Intermediate Hyperglycemia and Diabetes on Immune Dysfunction in Tuberculosis,ciaa751_suppl_supplementary_table_3.xlsx,Down-reg_in_IH-TB-Ensembl_ID,1880,149,1.94,2.54e-16,1.71e-12
93,PMC4284037,Unbiased transcriptomes of resting human CD4+CD45RO+ T lymphocytes,eji0044-1866-SD1.xlsx,vs_6h_at_RT-Gene_Symbol,2408,177,1.80,2.56e-16,1.71e-12
94,PMC3930576,Molecular Evidence for the Inverse Comorbidity between Central Nervous System Disorders and Cancers Detected by Transcriptomic Meta-analyses,pgen.1004173.s003.xls,Sarcoidosis-UPREGULATED,1789,144,1.97,2.57e-16,1.71e-12
95,PMC10356953,A spatially anchored transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease,41467_2023_38975_MOESM4_ESM.xlsx,Suppl_Fig_11C_DEG_IMM-genes,2122,162,1.87,2.58e-16,1.71e-12
96,PMC10356953,A spatially anchored transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease,41467_2023_38975_MOESM4_ESM.xlsx,Suppl_Fig_11C_DEG_IMM-Unnamed_0,2122,162,1.87,2.58e-16,1.71e-12
97,PMC8786967,Human reproduction is regulated by retrotransposons derived from ancient Hominidae-specific viral infections,41467_2022_28105_MOESM18_ESM.xlsx,Fig_S9B-Unnamed_9,1539,130,2.07,2.58e-16,1.71e-12
98,PMC8822299,The independent prognostic value of global epigenetic alterations: An analysis of single-cell ATAC-seq of circulating leukocytes from trauma patients followed by validation in whole blood leukocyte transcriptomes across three etiologies of critical illness,mmc7.xlsx,GeneClusters-Burn_GC1,1083,103,2.33,2.78e-16,1.82e-12
99,PMC8490721,"LncRNA RP11-499E18.1 Inhibits Proliferation, Migration, and Epithelial–Mesenchymal Transition Process of Ovarian Cancer Cells by Dissociating PAK2–SOX2 Interaction",Data_Sheet_1.XLSX,Figure2-Unnamed_16,2449,179,1.79,2.81e-16,1.82e-12
100,PMC9709106,Brain single cell transcriptomic profiles in episodic memory phenotypes associated with temporal lobe epilepsy,41525_2022_339_MOESM2_ESM.xlsx,c_DE_markers_microglia-Unnamed_0,2050,158,1.89,2.95e-16,1.88e-12
101,PMC9709106,Brain single cell transcriptomic profiles in episodic memory phenotypes associated with temporal lobe epilepsy,41525_2022_339_MOESM2_ESM.xlsx,c_DE_markers_microglia-gene_symbol,2050,158,1.89,2.95e-16,1.88e-12
102,PMC3903649,Comparison of Blood RNA Extraction Methods Used for Gene Expression Profiling in Amyotrophic Lateral Sclerosis,pone.0087508.s002.xlsx,S2_LL_reg_genes-Gene_Symbol,1774,143,1.98,2.98e-16,1.88e-12
103,PMC8673586,Immunosuppression and outcomes in adult patients with de novo acute myeloid leukemia with normal karyotypes,pnas.2116427118.sd08.xlsx,Sheet1-Cluster_5,1301,116,2.19,3.15e-16,1.97e-12
104,PMC10156742,Identification of CircRNA signature associated with tumor immune infiltration to predict therapeutic efficacy of immunotherapy,41467_2023_38232_MOESM6_ESM.xlsx,Figure_2ab-GeneSymbol,2337,173,1.82,3.29e-16,1.99e-12
105,PMC10156742,Identification of CircRNA signature associated with tumor immune infiltration to predict therapeutic efficacy of immunotherapy,41467_2023_38232_MOESM6_ESM.xlsx,Figure_S1-g-GeneSymbol,2337,173,1.82,3.29e-16,1.99e-12
106,PMC10156742,Identification of CircRNA signature associated with tumor immune infiltration to predict therapeutic efficacy of immunotherapy,41467_2023_38232_MOESM6_ESM.xlsx,figureS2-a-GeneSymbol,2337,173,1.82,3.29e-16,1.99e-12
107,PMC9283897,Bioinformatics Analysis Reveals FOXM1/BUB1B Signaling Pathway as a Key Target of Neosetophomone B in Human Leukemic Cells: A Gene Network-Based Microarray Analysis,Table_1.xlsx,Filtered-SYMBOL,2016,156,1.90,3.41e-16,2.05e-12
108,PMC5263239,MLL-AF4 Spreading Identifies Binding Sites that Are Distinct from Super-Enhancers and that Govern Sensitivity to DOT1L Inhibition in Leukemia,mmc2.xls,SEM_-_MLL-AF4-All_targets_genes_names_2597_unique,2377,175,1.81,3.49e-16,2.08e-12
109,PMC4635978,Spatio-temporal regulation of circular RNA expression during porcine embryonic brain development,13059_2015_801_MOESM1_ESM.xls,CircRNAs_multiple_tissues-Host_gene_name,1458,125,2.10,3.61e-16,2.13e-12
110,PMC10083368,"The genomic landscape of ANCA-associated vasculitis: Distinct transcriptional signatures, molecular endotypes and comparison with systemic lupus erythematosus",Table_5.xlsx,Sheet_1-Gene_name,2019,156,1.89,3.90e-16,2.28e-12
111,PMC7870932,Biallelic loss of BCMA as a resistance mechanism to CAR T cell therapy in a patient with multiple myeloma,41467_2021_21177_MOESM4_ESM.xlsx,2_w_After_2nd_Inf_vs_Baseline-Unnamed_1,1639,135,2.02,4.59e-16,2.66e-12
112,PMC8113310,Circular RNA profiling distinguishes medulloblastoma groups and shows aberrant RMST overexpression in WNT medulloblastoma,401_2021_2306_MOESM6_ESM.xlsx,ttest_healthy_mb_full_annnot-Gene,2462,179,1.78,4.72e-16,2.69e-12
113,PMC8113310,Circular RNA profiling distinguishes medulloblastoma groups and shows aberrant RMST overexpression in WNT medulloblastoma,401_2021_2306_MOESM9_ESM.xlsx,subtype-specific_circRNAs-Gene_symbol,2462,179,1.78,4.72e-16,2.69e-12
114,PMC10083368,"The genomic landscape of ANCA-associated vasculitis: Distinct transcriptional signatures, molecular endotypes and comparison with systemic lupus erythematosus",Table_5.xlsx,Sheet_1-Gene_stable_ID,2026,156,1.89,5.30e-16,2.99e-12
115,PMC9554086,A novel unconventional T cell population enriched in Crohn’s disease,gutjnl-2021-325373supp004.xlsx,D_all_marker_genes-Unnamed_1,1610,133,2.03,6.38e-16,3.57e-12
116,PMC4667439,Functional classification of memory CD8+ T cells by CX3CR1 expression,ncomms9306-s2.xlsx,_vs_---Symbol,1773,142,1.96,6.69e-16,3.69e-12
117,PMC9418141,Shared regulation and functional relevance of local gene co-expression revealed by single cell analysis,42003_2022_3831_MOESM4_ESM.xlsx,LCL_scCOPs-Unnamed_1,1435,123,2.10,6.70e-16,3.69e-12
118,PMC9418141,Shared regulation and functional relevance of local gene co-expression revealed by single cell analysis,42003_2022_3831_MOESM4_ESM.xlsx,LCL_scCOPs-Unnamed_2,1456,124,2.09,8.08e-16,4.41e-12
119,PMC10025454,The molecular consequences of androgen activity in the human breast,mmc7.xlsx,lum-hr--Gene,2418,176,1.78,8.32e-16,4.50e-12
120,PMC5120471,A transcriptome-based model of central memory CD4 T cell death in HIV infection,12864_2016_3308_MOESM3_ESM.xls,Sheet1-Unnamed_1,1707,138,1.98,9.10e-16,4.88e-12
121,PMC5937035,Time-resolved transcriptome and proteome landscape of human regulatory T cell (Treg) differentiation reveals novel regulators of FOXP3,12915_2018_518_MOESM4_ESM.xlsx,Clusters-hgnc_symbol,2270,168,1.81,1.08e-15,5.73e-12
