,Paper,Title,Supporting.Table,Column,Gene.Set.Size,Overlap,Odds,P.Value,Adj.P.Value
11,PMC10259667,Single‐cell atlas reveals a distinct immune profile fostered by T cell‐B cell crosstalk in triple negative breast cancer,CAC2-43-661-s001.xlsx,S11-Supplementary_Table_S11_Differentially_expressed_genes_of_Treg_cells_exhausted_CD8_T_cells_and_cytotoxic_CD8_T_cells_in_TNBC_compared_to_their_counterparts,1967,256,2.28,2.07e-40,1.12e-35
12,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S4-Unnamed_4,1841,245,2.33,4.24e-40,2.12e-35
13,PMC10565639,Single‐cell profiling of muscle‐infiltrating T cells in idiopathic inflammatory myopathies,EMMM-15-e17240-s009.xlsx,Data_Set_EV5-Data_Set_EV5_Differentially_expressed_genes_in_memory_T_cells_from_healthy_control_PBMC_treated_with_collagenase_versus_control,1743,236,2.37,9.78e-40,4.54e-35
14,PMC10186977,Multi-omics blood atlas reveals unique features of immune and platelet responses to SARS-CoV-2 Omicron breakthrough infection,mmc8.xlsx,NKT_cell-gene,2188,271,2.17,3.97e-39,1.67e-34
15,PMC5430950,Transcriptional landscape of epithelial and immune cell populations revealed through FACS-seq of healthy human skin,41598_2017_1468_MOESM3_ESM.xls,DC_vs_CD8_DE_Genes-Supplementary_Table_S2_Differentially_Expressed_Genes,2342,283,2.12,4.11e-39,1.67e-34
16,PMC9763233,Single-cell RNA sequencing reveals intrahepatic and peripheral immune characteristics related to disease phases in HBV-infected patients,gutjnl-2021-325915supp004.xlsx,CD4_T-gene,1708,231,2.37,1.13e-38,4.30e-34
17,PMC9174272,"Single-cell RNA-sequencing of peripheral blood mononuclear cells reveals widespread, context-specific gene expression regulation upon pathogenic exposure",41467_2022_30893_MOESM8_ESM.xlsx,CD8_Naive-Gene_symbol,2155,267,2.17,1.75e-38,6.31e-34
18,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S35-Table_S35,1553,217,2.45,2.84e-38,9.71e-34
19,PMC7574992,The differential immune responses to COVID-19 in peripheral and lung revealed by single-cell RNA sequencing,41421_2020_225_MOESM2_ESM.xlsx,Supplementary_Table_S5-gene,2354,281,2.09,8.47e-38,2.75e-33
20,PMC10581444,Single-cell RNA sequencing of liver fine-needle aspirates captures immune diversity in the blood and liver in chronic hepatitis B patients,hep-78-1525-s005.xlsx,marker_genes_-_CD8-Supplementary_table_All_marker_genes_for_CD8_T_cell_clusters,2147,264,2.15,2.12e-37,6.57e-33
21,PMC4636073,A multi-omic analysis of human naïve CD4+ T cells,12918_2015_225_MOESM21_ESM.xlsx,S_T_10-TCGA_Enriched_Sites-Unnamed_5,2480,289,2.04,4.37e-37,1.29e-32
22,PMC8960437,The Th1 cell regulatory circuitry is largely conserved between human and mouse,LSA-2021-01075_TableS3.xlsx,Table_S3-Human_ensembl_gene_id,2186,266,2.13,6.42e-37,1.81e-32
23,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S57-Table_S57,2060,256,2.18,6.88e-37,1.81e-32
24,PMC8960437,The Th1 cell regulatory circuitry is largely conserved between human and mouse,LSA-2021-01075_TableS3.xlsx,Table_S3-hgnc_symbol,2187,266,2.13,6.96e-37,1.81e-32
25,PMC10165782,Identification of potential resistance mechanisms and therapeutic targets for the relapse of BCMA CAR-T therapy in relapsed/refractory multiple myeloma through single-cell sequencing,40164_2023_402_MOESM3_ESM.csv,gene,2024,253,2.19,7.92e-37,1.98e-32
26,PMC9510055,Evidence of premature lymphocyte aging in people with low anti-spike antibody levels after BNT162b2 vaccination,mmc4.xlsx,Table_S3_1_CD4_DEGs-Supplemental_Table_3_1_related_to_Figure_4_Differentially_expressed_genes_in_CD4_cells_between_low_responders_versus_control,1522,211,2.43,1.35e-36,3.25e-32
27,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S43-Table_S43,1967,247,2.20,3.64e-36,8.45e-32
28,PMC8181206,Single‐cell analyses reveal suppressive tumor microenvironment of human colorectal cancer,CTM2-11-e422-s005.xlsx,Sheet1-Table_S3_List_of_genes_that_are_differentially_expressed_in_imyeloid_cell_sub-clusters_related_to_Figure_4,2202,265,2.11,6.49e-36,1.45e-31
29,PMC10165782,Identification of potential resistance mechanisms and therapeutic targets for the relapse of BCMA CAR-T therapy in relapsed/refractory multiple myeloma through single-cell sequencing,40164_2023_402_MOESM3_ESM.csv,Unnamed_0,2066,254,2.15,9.18e-36,1.99e-31
30,PMC7505844,Single-cell sequencing reveals clonal expansions of pro-inflammatory synovial CD8 T cells expressing tissue-homing receptors in psoriatic arthritis,41467_2020_18513_MOESM5_ESM.xlsx,d_1607_SS2_5_10x_PB_SF_T_cells-gene,2444,283,2.03,1.14e-35,2.38e-31
31,PMC8181206,Single‐cell analyses reveal suppressive tumor microenvironment of human colorectal cancer,CTM2-11-e422-s005.xlsx,Sheet1-Unnamed_7,2173,262,2.11,1.38e-35,2.81e-31
32,PMC7612139,Autocrine Vitamin D-signaling switches off pro-inflammatory programs of Th1 cells,EMS137571-supplement-Table_S4.xlsx,Table_S4B-Unnamed_3,1787,231,2.26,1.64e-35,3.23e-31
33,PMC9554086,A novel unconventional T cell population enriched in Crohn’s disease,gutjnl-2021-325373supp004.xlsx,D_all_marker_genes-Unnamed_1,1610,216,2.35,2.26e-35,4.32e-31
34,PMC10025454,The molecular consequences of androgen activity in the human breast,mmc7.xlsx,lymphoid-Supplementary_Table_S6_Genes_found_differentially_expressed_between_trans-male_and_cis-female_samples_for_each_cell_type_related_to_Figures_2-7,2059,252,2.14,4.11e-35,7.62e-31
35,PMC9258069,Integrated analysis reveals the dysfunction of signaling pathways in uveal melanoma,12885_2022_9822_MOESM6_ESM.xls,cluster0-metastaticVSprimary-gene,1812,232,2.24,5.04e-35,9.10e-31
36,PMC10300554,Comprehensive epigenomic profiling reveals the extent of disease-specific chromatin states and informs target discovery in ankylosing spondylitis,mmc6.xlsx,CD4-Unnamed_7,1789,230,2.25,5.75e-35,1.01e-30
37,PMC8800483,Molecular mechanisms governing circulating immune cell heterogeneity across different species revealed by single‐cell sequencing,CTM2-12-e689-s016.xlsx,7j_Tiger-Unnamed_1,2335,273,2.05,6.23e-35,1.05e-30
38,PMC9888347,Th17.1 cell driven sarcoidosis-like inflammation after anti-BCMA CAR T cells in multiple myeloma,41375_2023_1824_MOESM3_ESM.xlsx,8-ENSEMBL_ID,1901,239,2.20,6.30e-35,1.05e-30
39,PMC9888347,Th17.1 cell driven sarcoidosis-like inflammation after anti-BCMA CAR T cells in multiple myeloma,41375_2023_1824_MOESM3_ESM.xlsx,8-gene,1915,240,2.19,7.19e-35,1.17e-30
40,PMC7924267,A single-cell and spatial atlas of autopsy tissues reveals pathology and cellular targets of SARS-CoV-2,media-19.xlsx,down_6-feature,2196,262,2.09,8.49e-35,1.32e-30
41,PMC8800483,Molecular mechanisms governing circulating immune cell heterogeneity across different species revealed by single‐cell sequencing,CTM2-12-e689-s001.xlsx,9h_Tiger-Unnamed_1,1967,244,2.17,8.51e-35,1.32e-30
42,PMC9800604,Dissecting CD8+ T cell pathology of severe SARS-CoV-2 infection by single-cell immunoprofiling,Table_2.xlsx,DEGs_CD8__CD73__Treg-CD8_CD73_regulatory_T_cells,2123,256,2.11,1.17e-34,1.77e-30
43,PMC10559315,Epstein-Barr virus evades restrictive host chromatin closure by subverting B cell activation and germinal center regulatory loci,NIHMS1928283-supplement-2.xls,Pred_Genes_Resting_not_Arrest-predicted_linked_genes,1838,233,2.22,1.65e-34,2.44e-30
44,PMC8135257,Fab-dimerized glycan-reactive antibodies are a structural category of natural antibodies,mmc3.xlsx,GeneList-Data_S5_Gene_list_from_transcriptome_analysis_Related_to_Figure_2,1988,245,2.16,1.71e-34,2.46e-30
45,PMC9553985,Evolution and modulation of antigen-specific T cell responses in melanoma patients,41467_2022_33720_MOESM6_ESM.xlsx,Anti-MAA_v_anti-viral_Li-Unnamed_5,1767,227,2.25,2.08e-34,2.88e-30
46,PMC9553985,Evolution and modulation of antigen-specific T cell responses in melanoma patients,41467_2022_33720_MOESM11_ESM.xlsx,2d-gene,1767,227,2.25,2.08e-34,2.88e-30
47,PMC9088131,Single-cell profiling of human dura and meningioma reveals cellular meningeal landscape and insights into meningioma immune response,13073_2022_1051_MOESM7_ESM.xlsx,T_cell_Tumor_vs_Dura-gene,2354,273,2.03,2.60e-34,3.52e-30
48,PMC7933992,Single-cell analyses identify circulating anti-tumor CD8 T cells and markers for their enrichment,JEM_20200920_TableS8.xlsx,human_blood-Unnamed_7,1293,186,2.52,4.57e-34,6.06e-30
49,PMC9800604,Dissecting CD8+ T cell pathology of severe SARS-CoV-2 infection by single-cell immunoprofiling,Table_2.xlsx,DEGs_CD8__TCM-CD8_central_memory_T_cells,2194,260,2.07,5.40e-34,7.02e-30
50,PMC10266353,HIV-1 activates oxidative phosphorylation in infected CD4 T cells in a human tonsil explant model,Table_2.csv,Unnamed_0,1965,242,2.16,5.73e-34,7.30e-30
51,PMC7933992,Single-cell analyses identify circulating anti-tumor CD8 T cells and markers for their enrichment,JEM_20200920_TableS8.xlsx,human_blood-Table_S8_Up-regulated_genes_for_each_Seurat_cluster_in_human_integrated_blood_and_initial_tumor_samples,1309,187,2.50,7.44e-34,9.30e-30
52,PMC9174272,"Single-cell RNA-sequencing of peripheral blood mononuclear cells reveals widespread, context-specific gene expression regulation upon pathogenic exposure",41467_2022_30893_MOESM8_ESM.xlsx,CD4T-Gene_symbol,1665,217,2.28,1.17e-33,1.40e-29
53,PMC8626557,Neoadjuvant PD-1 blockade induces T cell and cDC1 activation but fails to overcome the immunosuppressive tumor associated macrophages in recurrent glioblastoma,41467_2021_26940_MOESM7_ESM.xlsx,B-DEG-Unnamed_7,1665,217,2.28,1.17e-33,1.40e-29
54,PMC7291606,Disease Activity-Associated Alteration of mRNA m5 C Methylation in CD4+ T Cells of Systemic Lupus Erythematosus,Table_3.xlsx,SA-Unnamed_4,1487,202,2.38,1.23e-33,1.45e-29
55,PMC8626557,Neoadjuvant PD-1 blockade induces T cell and cDC1 activation but fails to overcome the immunosuppressive tumor associated macrophages in recurrent glioblastoma,41467_2021_26940_MOESM7_ESM.xlsx,B-DEG-Supplementary_Data_4_Seurat_based_clustering_of_all_peripheral_lymphoid_cells_analyzed_by_scRNA-seq,1666,217,2.28,1.28e-33,1.48e-29
56,PMC10559315,Epstein-Barr virus evades restrictive host chromatin closure by subverting B cell activation and germinal center regulatory loci,NIHMS1928283-supplement-2.xls,Pred_Genes_Resting_not_Success-predicted_linked_genes,1801,228,2.22,1.36e-33,1.55e-29
57,PMC9950534,Single-cell RNA sequencing identifies a population of human liver-type ILC1s,NIHMS1870503-supplement-2.xlsx,DEGs_cluster_batch_1-gene,1762,224,2.23,3.27e-33,3.66e-29
58,PMC5668942,Co-expression networks reveal the tissue-specific regulation of transcription and splicing,supp_gr.216721.116_Supplemental_Data_S2.xlsx,Whole_Blood_IR-IR-WIPF1,2351,270,2.01,3.87e-33,4.26e-29
59,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S4-Unnamed_7,2015,244,2.12,4.21e-33,4.56e-29
60,PMC9153155,Ileum tissue single-cell mRNA sequencing elucidates the cellular architecture of pathophysiological changes associated with weaning in piglets,12915_2022_1321_MOESM10_ESM.xlsx,Sheet1-Unnamed_2,1548,206,2.33,4.47e-33,4.76e-29
61,PMC8421363,A single-cell atlas of liver metastases of colorectal cancer reveals reprogramming of the tumor microenvironment in response to preoperative chemotherapy,41421_2021_312_MOESM4_ESM.xlsx,Table_S3d_DEGs_T_and_NK_Cells-Table_S3d_DEGs_of_T_and_NK_cell_types,2420,275,1.99,4.70e-33,4.92e-29
62,PMC10027853,Clonal dynamics of alloreactive T cells in kidney allograft rejection after anti-PD-1 therapy,41467_2023_37230_MOESM7_ESM.xlsx,sc_nonNaive_RNA_cluster_markers-gene,2394,273,2.00,4.90e-33,5.06e-29
63,PMC9169737,Cellular and transcriptional diversity over the course of human lactation,pnas.2121720119.sd02.xlsx,T_cells-Supplemental_Dataset_2,803,138,3.01,5.63e-33,5.72e-29
64,PMC8483338,The HTLV-1 viral oncoproteins Tax and HBZ reprogram the cellular mRNA splicing landscape,ppat.1009919.s010.xlsx,9-ASEs_detected_in_HTLV-1_carriers_of_the_Japanese_cohort,2267,263,2.03,7.04e-33,7.03e-29
65,PMC9849137,Uncovering the mode of action of engineered T cells in patient cancer organoids,41587_2022_1397_MOESM9_ESM.xlsx,10T_SEvsNE_DEG-Unnamed_0,1513,202,2.34,1.41e-32,1.39e-28
66,PMC9307320,Choroidal endothelial and macrophage gene expression in atrophic and neovascular macular degeneration,si_table_6_ddac043.xlsx,T-cell-ensembl_id,1420,194,2.39,1.55e-32,1.51e-28
67,PMC8323949,Single-cell analysis reveals the pan-cancer invasiveness-associated transition of adipose-derived stromal cells into COL11A1-expressing cancer-associated fibroblasts,pcbi.1009228.s007.xlsx,HNSCC_ALL_exceptLN-X5,684,125,3.20,1.72e-32,1.61e-28
68,PMC8323949,Single-cell analysis reveals the pan-cancer invasiveness-associated transition of adipose-derived stromal cells into COL11A1-expressing cancer-associated fibroblasts,pcbi.1009228.s007.xlsx,X5-Unnamed_0,684,125,3.20,1.72e-32,1.61e-28
69,PMC9950534,Single-cell RNA sequencing identifies a population of human liver-type ILC1s,NIHMS1870503-supplement-2.xlsx,DEGs_cluster_batch_1-Unnamed_0,1794,225,2.20,1.74e-32,1.61e-28
70,PMC10545891,Unravelling the role of immune cells and FN1 in the recurrence and therapeutic process of skull base chordoma,CTM2-13-e1429-s002.xls,Table_S4-Unnamed_7,1919,235,2.14,1.76e-32,1.61e-28
71,PMC9307320,Choroidal endothelial and macrophage gene expression in atrophic and neovascular macular degeneration,si_table_6_ddac043.xlsx,T-cell-gene,1435,195,2.38,2.14e-32,1.93e-28
72,PMC10300554,Comprehensive epigenomic profiling reveals the extent of disease-specific chromatin states and informs target discovery in ankylosing spondylitis,mmc6.xlsx,CD8-Unnamed_7,1960,238,2.13,2.26e-32,2.01e-28
73,PMC10545891,Unravelling the role of immune cells and FN1 in the recurrence and therapeutic process of skull base chordoma,CTM2-13-e1429-s002.xls,Table_S4-Unnamed_0,1982,238,2.12,2.45e-32,2.15e-28
74,PMC7924267,A single-cell and spatial atlas of autopsy tissues reveals pathology and cellular targets of SARS-CoV-2,media-9.xlsx,CD8_T_cell_up-feature,1607,209,2.28,3.61e-32,3.13e-28
75,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S51-Table_S51,1669,214,2.24,4.09e-32,3.50e-28
76,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S4-Unnamed_2,1443,195,2.37,4.55e-32,3.84e-28
77,PMC8800483,Molecular mechanisms governing circulating immune cell heterogeneity across different species revealed by single‐cell sequencing,CTM2-12-e689-s010.xlsx,8f_Monkey-Unnamed_1,2480,277,1.96,4.94e-32,4.11e-28
78,PMC10162941,Epigenomic mapping identifies an enhancer repertoire that regulates cell identity in bladder cancer through distinct transcription factor networks,41388_2023_2662_MOESM12_ESM.xlsx,Table_S3-Unnamed_8,2495,278,1.95,5.50e-32,4.43e-28
79,PMC8403728,Loss of synergistic transcriptional feedback loops drives diverse B-cell cancers,mmc5.xlsx,CLLvHCB_SEs-Unnamed_21,1018,157,2.70,5.67e-32,4.43e-28
80,PMC8403728,Loss of synergistic transcriptional feedback loops drives diverse B-cell cancers,mmc5.xlsx,BCLvHCB_SEs-Unnamed_21,1018,157,2.70,5.67e-32,4.43e-28
81,PMC8403728,Loss of synergistic transcriptional feedback loops drives diverse B-cell cancers,mmc5.xlsx,FLvHCB_SEs-Unnamed_21,1018,157,2.70,5.67e-32,4.43e-28
82,PMC8403728,Loss of synergistic transcriptional feedback loops drives diverse B-cell cancers,mmc5.xlsx,DLBCLvHCB_SEs-Unnamed_21,1018,157,2.70,5.67e-32,4.43e-28
83,PMC8771561,Single-cell RNA landscape of the osteoimmunology microenvironment in periodontitis,thnov12p1074s3.xlsx,Supplementary_Table_2_7-Supplementary_Table_2_7_All_marker_genes_of_cell_types_shown_in_Fig_6B,1896,232,2.14,5.79e-32,4.48e-28
84,PMC8403728,Loss of synergistic transcriptional feedback loops drives diverse B-cell cancers,mmc5.xlsx,DLBCLvHCB_SEs-Unnamed_22,1020,157,2.69,7.13e-32,5.27e-28
85,PMC8403728,Loss of synergistic transcriptional feedback loops drives diverse B-cell cancers,mmc5.xlsx,FLvHCB_SEs-Unnamed_22,1020,157,2.69,7.13e-32,5.27e-28
86,PMC8403728,Loss of synergistic transcriptional feedback loops drives diverse B-cell cancers,mmc5.xlsx,BCLvHCB_SEs-Unnamed_22,1020,157,2.69,7.13e-32,5.27e-28
87,PMC8403728,Loss of synergistic transcriptional feedback loops drives diverse B-cell cancers,mmc5.xlsx,CLLvHCB_SEs-Unnamed_22,1020,157,2.69,7.13e-32,5.27e-28
88,PMC8397717,The PEMDAC phase 2 study of pembrolizumab and entinostat in patients with metastatic uveal melanoma,41467_2021_25332_MOESM6_ESM.xlsx,Fig_S6e-Unnamed_8,2327,265,1.99,8.21e-32,5.99e-28
89,PMC7291606,Disease Activity-Associated Alteration of mRNA m5 C Methylation in CD4+ T Cells of Systemic Lupus Erythematosus,Table_3.xlsx,SM-MA-Unnamed_4,1407,191,2.38,1.27e-31,9.16e-28
90,PMC9174272,"Single-cell RNA-sequencing of peripheral blood mononuclear cells reveals widespread, context-specific gene expression regulation upon pathogenic exposure",41467_2022_30893_MOESM8_ESM.xlsx,CD8_Memory-Gene_symbol,2113,248,2.05,1.56e-31,1.11e-27
91,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM4_ESM.xlsx,Super_enhancers_in_AML10-OVERLAP_GENES,869,142,2.86,1.58e-31,1.12e-27
92,PMC10011423,Placental cell type deconvolution reveals that cell proportions drive preeclampsia gene expression differences,42003_2023_4623_MOESM5_ESM.xlsx,Maternal_CD8_Activated_T_Cells-Gene,1082,162,2.62,1.74e-31,1.21e-27
93,PMC9525123,TDO2+ myofibroblasts mediate immune suppression in malignant transformation of squamous cell carcinoma,jci-132-157649-s090.xlsx,S4_DEGs-Unnamed_6,1902,231,2.13,2.57e-31,1.77e-27
94,PMC10119302,Anti-PD-1 therapy achieves favorable outcomes in HBV-positive non-liver cancer,41389_2023_468_MOESM8_ESM.xlsx,Table_S7-Unnamed_9,2464,274,1.95,2.68e-31,1.83e-27
95,PMC9525123,TDO2+ myofibroblasts mediate immune suppression in malignant transformation of squamous cell carcinoma,jci-132-157649-s090.xlsx,S6_DEGs-Unnamed_6,1879,229,2.13,3.07e-31,2.07e-27
96,PMC9888347,Th17.1 cell driven sarcoidosis-like inflammation after anti-BCMA CAR T cells in multiple myeloma,41375_2023_1824_MOESM3_ESM.xlsx,7-ENSEMBL_ID,1780,221,2.17,3.35e-31,2.23e-27
97,PMC8800483,Molecular mechanisms governing circulating immune cell heterogeneity across different species revealed by single‐cell sequencing,CTM2-12-e689-s003.xlsx,2k_tiger-Unnamed_1,1855,227,2.14,3.36e-31,2.23e-27
98,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S6-Unnamed_3,2125,248,2.04,3.83e-31,2.51e-27
99,PMC9001660,Single-cell characterization of leukemic and non-leukemic immune repertoires in CD8+ T-cell large granular lymphocytic leukemia,41467_2022_29173_MOESM5_ESM.xlsx,Fig_1c_cluster_DEGs-gene,1710,215,2.20,4.76e-31,3.09e-27
100,PMC9849137,Uncovering the mode of action of engineered T cells in patient cancer organoids,41587_2022_1397_MOESM9_ESM.xlsx,13T_SEvsNE_DEG-Unnamed_0,1764,219,2.17,6.94e-31,4.46e-27
101,PMC10356953,A spatially anchored transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease,41467_2023_38975_MOESM4_ESM.xlsx,Suppl_Fig_11C_DEG_IMM-Unnamed_0,2122,247,2.04,8.05e-31,5.08e-27
102,PMC10356953,A spatially anchored transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease,41467_2023_38975_MOESM4_ESM.xlsx,Suppl_Fig_11C_DEG_IMM-genes,2122,247,2.04,8.05e-31,5.08e-27
103,PMC9888347,Th17.1 cell driven sarcoidosis-like inflammation after anti-BCMA CAR T cells in multiple myeloma,41375_2023_1824_MOESM3_ESM.xlsx,7-gene,1792,221,2.16,8.95e-31,5.59e-27
104,PMC10352330,Context-defined cancer co-dependency mapping identifies a functional interplay between PRC2 and MLL-MEN1 complex in lymphoma,41467_2023_39990_MOESM6_ESM.xlsx,Fig_S7d-Unnamed_20,1973,235,2.09,1.24e-30,7.68e-27
105,PMC9307320,Choroidal endothelial and macrophage gene expression in atrophic and neovascular macular degeneration,si_table_5_ddac043.xlsx,T-cell-ensembl_id,1432,191,2.34,1.31e-30,8.04e-27
106,PMC5372383,ENL links histone acetylation to oncogenic gene expression in AML,NIHMS850328-supplement-supp_table1.xlsx,Table_S6_MV411_F-ENL_ChIP_peak-nearest_TSS,1876,227,2.12,1.79e-30,1.09e-26
107,PMC9307320,Choroidal endothelial and macrophage gene expression in atrophic and neovascular macular degeneration,si_table_5_ddac043.xlsx,T-cell-gene,1448,192,2.32,1.92e-30,1.16e-26
108,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S6-Unnamed_7,2083,243,2.04,2.10e-30,1.24e-26
109,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S6-Unnamed_12,2096,244,2.04,2.11e-30,1.24e-26
110,PMC10581444,Single-cell RNA sequencing of liver fine-needle aspirates captures immune diversity in the blood and liver in chronic hepatitis B patients,hep-78-1525-s005.xlsx,marker_genes_-_CD4-Supplementary_table_All_marker_genes_for_CD4_T_cell_clusters,1073,159,2.59,2.35e-30,1.38e-26
111,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S41-Table_S41,1415,189,2.34,2.41e-30,1.40e-26
112,PMC9553985,Evolution and modulation of antigen-specific T cell responses in melanoma patients,41467_2022_33720_MOESM6_ESM.xlsx,DEG_clusters_Huuhtanen-Unnamed_6,1843,224,2.13,2.62e-30,1.51e-26
113,PMC7923532,Blinatumomab-induced T cell activation at single cell transcriptome resolution,12864_2021_7435_MOESM5_ESM.xlsx,Sheet1-Table_S4_Signature_marker_genes_in_each_T_cluster_in_patient_samples,1536,199,2.27,2.85e-30,1.62e-26
114,PMC9418858,A single-cell transcriptional gradient in human cutaneous memory T cells restricts Th17/Tc17 identity,mmc4.xlsx,a_Cluster_markers_T_cells-gene,1167,167,2.51,4.05e-30,2.29e-26
115,PMC7049906,Tissue alarmins and adaptive cytokine induce dynamic and distinct transcriptional responses in tissue-resident intraepithelial cytotoxic T lymphocytes,mmc16.xlsx,IL15_Epi__-_NA-SYMBOL,2080,242,2.04,4.41e-30,2.47e-26
116,PMC10352330,Context-defined cancer co-dependency mapping identifies a functional interplay between PRC2 and MLL-MEN1 complex in lymphoma,41467_2023_39990_MOESM6_ESM.xlsx,Fig_S7d-Unnamed_16,2029,238,2.05,4.67e-30,2.59e-26
117,PMC7924267,A single-cell and spatial atlas of autopsy tissues reveals pathology and cellular targets of SARS-CoV-2,media-9.xlsx,NK_cell_up-feature,2374,264,1.95,5.68e-30,3.12e-26
118,PMC9418858,A single-cell transcriptional gradient in human cutaneous memory T cells restricts Th17/Tc17 identity,mmc4.xlsx,a_Cluster_markers_T_cells-Unnamed_0,1182,168,2.49,5.93e-30,3.24e-26
119,PMC7921413,Identification of leukemic and pre-leukemic stem cells by clonal tracking from single-cell transcriptomics,41467_2021_21650_MOESM5_ESM.xlsx,002_DE-NK_and_T_cells,1545,199,2.25,6.25e-30,3.38e-26
120,PMC10352330,Context-defined cancer co-dependency mapping identifies a functional interplay between PRC2 and MLL-MEN1 complex in lymphoma,41467_2023_39990_MOESM6_ESM.xlsx,Fig_S7d-Unnamed_12,2046,239,2.04,6.33e-30,3.40e-26
121,PMC7704697,A molecular cell atlas of the human lung from single cell RNA sequencing,NIHMS1624031-supplement-1624031_Supp_Tab4.xlsx,Cluster_38_SS2-CD4_Memory_Effector_T,2404,266,1.94,7.03e-30,3.74e-26
