,Paper,Title,Supporting.Table,Column,Gene.Set.Size,Overlap,Odds,P.Value,Adj.P.Value
34,PMC9174272,"Single-cell RNA-sequencing of peripheral blood mononuclear cells reveals widespread, context-specific gene expression regulation upon pathogenic exposure",41467_2022_30893_MOESM8_ESM.xlsx,NKdim-Gene_symbol,2306,151,2.20,2.94e-22,5.45e-18
35,PMC8548832,Immune Response in Severe and Non-Severe Coronavirus Disease 2019 (COVID-19) Infection: A Mechanistic Landscape,DataSheet_2.xlsx,S16_NKClusterMar-Table_S16_This_table_identifies_the_cluster_markers_identified_within_NK_cells_subsets,963,89,3.11,3.87e-22,6.98e-18
36,PMC10545891,Unravelling the role of immune cells and FN1 in the recurrence and therapeutic process of skull base chordoma,CTM2-13-e1429-s002.xls,Table_S4-Unnamed_7,1919,134,2.35,5.32e-22,9.34e-18
37,PMC7924267,A single-cell and spatial atlas of autopsy tissues reveals pathology and cellular targets of SARS-CoV-2,media-9.xlsx,NK_cell_up-feature,2374,153,2.17,6.75e-22,1.15e-17
38,PMC9174272,"Single-cell RNA-sequencing of peripheral blood mononuclear cells reveals widespread, context-specific gene expression regulation upon pathogenic exposure",41467_2022_30893_MOESM8_ESM.xlsx,NK-Gene_symbol,1951,135,2.33,8.09e-22,1.35e-17
39,PMC9950534,Single-cell RNA sequencing identifies a population of human liver-type ILC1s,NIHMS1870503-supplement-2.xlsx,DEGs_cell_type_batch_1-Unnamed_0,2167,144,2.23,1.01e-21,1.64e-17
40,PMC10545891,Unravelling the role of immune cells and FN1 in the recurrence and therapeutic process of skull base chordoma,CTM2-13-e1429-s002.xls,Table_S4-Unnamed_0,1982,135,2.32,1.29e-21,2.04e-17
41,PMC8795627,Single-Cell Transcriptome Profiling Unravels Distinct Peripheral Blood Immune Cell Signatures of RRMS and MOG Antibody-Associated Disease,Table_5.xlsx,Sheet1-Table_S5_Marker_genes_of_T_cell_subsets_identified_by_scRNA-seq,1474,113,2.58,1.66e-21,2.57e-17
42,PMC8494216,A single-cell tumor immune atlas for precision oncology,supp_gr.273300.120_Supplemental_Table_S4.xlsx,NK-Unnamed_6,334,50,5.03,2.19e-21,3.31e-17
43,PMC7186229,Single-cell RNA sequencing reveals the heterogeneity of liver-resident immune cells in human,41421_2020_157_MOESM2_ESM.xlsx,S3-NK_T_DEG-gene,1636,120,2.47,2.68e-21,3.95e-17
44,PMC8789099,Single-cell immune profiling reveals functional diversity of T cells in tuberculous pleural effusion,JEM_20211777_TableS4.xlsx,subset_marker_list-Gene,1615,119,2.48,2.84e-21,4.09e-17
45,PMC6718415,Heterogeneity of human bone marrow and blood natural killer cells defined by single-cell transcriptome,41467_2019_11947_MOESM5_ESM.xlsx,Supplementary_Data_1-Unnamed_0,614,68,3.72,3.47e-21,4.90e-17
46,PMC4636073,A multi-omic analysis of human naïve CD4+ T cells,12918_2015_225_MOESM21_ESM.xlsx,S_T_10-TCGA_Enriched_Sites-Unnamed_5,2480,155,2.10,6.92e-21,9.56e-17
47,PMC9013654,Immune features of COVID-19 convalescent individuals revealed by a single-cell RNA sequencing,mmc5.xlsx,1-gene,780,77,3.32,7.25e-21,9.82e-17
48,PMC10313375,T-BET and EOMES sustain mature human NK cell identity and antitumor function,jci-133-162530-s116.xlsx,S1B_invitrodim_KOvsControl-Table_S1B_Differentially_Expressed_Genes_of_KO_vs_clusters_invitro_CD56dim,373,52,4.69,8.94e-21,1.14e-16
49,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM4_ESM.xlsx,Super_enhancers_in_AML10-CLOSEST_GENE,1398,108,2.60,9.02e-21,1.14e-16
50,PMC10544016,Single-Cell Characterization of Pulmonary Nodules Implicates Suppression of Immunosurveillance across Early Stages of Lung Adenocarcinoma,can-23-0128_supplementary_table_s4_suppst4.xlsx,Sheet1-primerid,1888,130,2.32,9.22e-21,1.14e-16
51,PMC6718415,Heterogeneity of human bone marrow and blood natural killer cells defined by single-cell transcriptome,41467_2019_11947_MOESM5_ESM.xlsx,Supplementary_Data_1-gene,625,68,3.66,9.28e-21,1.14e-16
52,PMC9621145,Immune dysfunction signatures predict outcomes and define checkpoint blockade–unresponsive microenvironments in acute myeloid leukemia,jci-132-159579-s174.xlsx,Supplementary_Table_3-Table_S3_Gene_signatures_defining_functional_NK_cell_subsets_Yang_et_al_2019,625,68,3.66,9.28e-21,1.14e-16
53,PMC8862024,"Rheumatoid arthritis, systemic lupus erythematosus and primary Sjögren’s syndrome shared megakaryocyte expansion in peripheral blood",annrheumdis-2021-220066supp013.xlsx,CD8T_2-Gene,388,53,4.59,9.54e-21,1.15e-16
54,PMC6301777,Critical evaluation of linear regression models for cell-subtype specific methylation signal from mixed blood cell DNA,pone.0208915.s004.xlsx,lists_to_table-Natural_Killer,1619,118,2.45,1.06e-20,1.22e-16
55,PMC6301777,Critical evaluation of linear regression models for cell-subtype specific methylation signal from mixed blood cell DNA,pone.0208915.s005.xlsx,lists_to_table-Natural_Killer,1619,118,2.45,1.06e-20,1.22e-16
56,PMC8862024,"Rheumatoid arthritis, systemic lupus erythematosus and primary Sjögren’s syndrome shared megakaryocyte expansion in peripheral blood",annrheumdis-2021-220066supp013.xlsx,CD8T_2-Gene_name,389,53,4.58,1.07e-20,1.22e-16
57,PMC9001660,Single-cell characterization of leukemic and non-leukemic immune repertoires in CD8+ T-cell large granular lymphocytic leukemia,41467_2022_29173_MOESM5_ESM.xlsx,Fig_1c_cluster_DEGs-gene,1710,122,2.40,1.14e-20,1.28e-16
58,PMC8960437,The Th1 cell regulatory circuitry is largely conserved between human and mouse,LSA-2021-01075_TableS3.xlsx,Table_S3-Human_ensembl_gene_id,2186,142,2.18,1.79e-20,1.97e-16
59,PMC8960437,The Th1 cell regulatory circuitry is largely conserved between human and mouse,LSA-2021-01075_TableS3.xlsx,Table_S3-hgnc_symbol,2187,142,2.18,1.87e-20,2.02e-16
60,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S8-Unnamed_5,1985,133,2.25,3.12e-20,3.33e-16
61,PMC1959522,Genome wide transcriptional analysis of resting and IL2 activated human natural killer cells: gene expression signatures indicative of novel molecular signaling pathways,1471-2164-8-230-S3.xls,Sheet2-Symbol,642,68,3.56,4.05e-20,4.24e-16
62,PMC10011423,Placental cell type deconvolution reveals that cell proportions drive preeclampsia gene expression differences,42003_2023_4623_MOESM5_ESM.xlsx,Fetal_Natural_Killer_T_Cells-Gene,451,56,4.18,7.08e-20,7.30e-16
63,PMC8397717,The PEMDAC phase 2 study of pembrolizumab and entinostat in patients with metastatic uveal melanoma,41467_2021_25332_MOESM6_ESM.xlsx,Fig_S6e-Unnamed_8,2327,146,2.11,1.08e-19,1.09e-15
64,PMC9554086,A novel unconventional T cell population enriched in Crohn’s disease,gutjnl-2021-325373supp004.xlsx,D_all_marker_genes-Unnamed_1,1610,115,2.40,1.84e-19,1.84e-15
65,PMC8204050,Key Macrophage Responses to Infection With Mycobacterium tuberculosis Are Co-Regulated by microRNAs and DNA Methylation,Table_5.csv,regionID,1592,114,2.41,2.28e-19,2.24e-15
66,PMC8204050,Key Macrophage Responses to Infection With Mycobacterium tuberculosis Are Co-Regulated by microRNAs and DNA Methylation,Table_5.csv,Gene_name,1593,114,2.41,2.39e-19,2.32e-15
67,PMC9800604,Dissecting CD8+ T cell pathology of severe SARS-CoV-2 infection by single-cell immunoprofiling,Table_2.xlsx,DEGs_CD8__NK_TEMRA-CD8_NK-like_TEMRA_cells,2162,138,2.15,3.60e-19,3.44e-15
68,PMC7612139,Autocrine Vitamin D-signaling switches off pro-inflammatory programs of Th1 cells,EMS137571-supplement-Table_S4.xlsx,Table_S4B-Unnamed_3,1787,122,2.30,4.20e-19,3.95e-15
69,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM4_ESM.xlsx,Super_enhancers_in_AML9-CLOSEST_GENE,551,61,3.72,4.66e-19,4.33e-15
70,PMC10559315,Epstein-Barr virus evades restrictive host chromatin closure by subverting B cell activation and germinal center regulatory loci,NIHMS1928283-supplement-2.xls,Pred_Genes_Resting_not_Arrest-predicted_linked_genes,1838,124,2.27,5.16e-19,4.70e-15
71,PMC10313375,T-BET and EOMES sustain mature human NK cell identity and antitumor function,jci-133-162530-s117.xlsx,S3_Annotated_DARs-Unnamed_14,439,54,4.14,5.21e-19,4.70e-15
72,PMC10559315,Epstein-Barr virus evades restrictive host chromatin closure by subverting B cell activation and germinal center regulatory loci,NIHMS1928283-supplement-3.xls,1241_Pre-PB_5_--DAP-linked_genes,975,84,2.90,5.71e-19,5.07e-15
73,PMC10313375,T-BET and EOMES sustain mature human NK cell identity and antitumor function,jci-133-162530-s117.xlsx,S3_Annotated_DARs-Unnamed_15,440,54,4.13,5.78e-19,5.07e-15
74,PMC8093261,Single-cell profiling reveals the trajectories of natural killer cell differentiation in bone marrow and a stress signature induced by acute myeloid leukemia,41423_2020_574_MOESM9_ESM.xlsx,Table_1D-Unnamed_2,254,41,5.43,6.15e-19,5.33e-15
75,PMC10028295,Tissue specific imprinting on innate lymphoid cells during homeostasis and disease process revealed by integrative inference of single-cell transcriptomics,Table_2.xlsx,NK_c2-gene,323,46,4.79,7.30e-19,6.24e-15
76,PMC10231997,Anaplastic transformation in thyroid cancer revealed by single-cell transcriptomics,jci-133-169653-s102.xlsx,Table_S7-Unnamed_26,206,37,6.04,8.46e-19,7.14e-15
77,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S4-Unnamed_7,2015,131,2.19,8.65e-19,7.21e-15
78,PMC7857060,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,mmc5.xlsx,NKV_vs_V--Unnamed_16,2040,132,2.18,9.06e-19,7.45e-15
79,PMC9204588,CCL5-Secreting Virtual Memory CD8+ T Cells Inversely Associate With Viral Reservoir Size in HIV‐1−Infected Individuals on Antiretroviral Therapy,DataSheet_1.csv,gene,1339,101,2.54,1.17e-18,9.52e-15
80,PMC7723295,Single-cell RNA sequencing of human breast tumour-infiltrating immune cells reveals a γδ T-cell subtype associated with good clinical outcome,LSA-2020-00680_TableS5.xlsx,TableS5_BRCA_gdTsubtype_markers-Table_S5_Differentially_expressed_genes_between_breast_tumour_infiltrating_γδ-T_subtypes,434,53,4.11,1.56e-18,1.25e-14
81,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S42-Table_S42,1635,114,2.34,1.75e-18,1.39e-14
82,PMC9758763,Tracking the clonal dynamics of SARS-CoV-2-specific T cells in children and adults with mild/asymptomatic COVID-19,mmc8.xlsx,T_cell_markers_res_0_65-gene,1074,88,2.76,1.80e-18,1.41e-14
83,PMC10514084,Sézary syndrome originates from heavily mutated hematopoietic progenitors,BLOODA_ADV-2022-008562-mmc3.xlsx,PreExh-gene,1892,125,2.22,1.95e-18,1.51e-14
84,PMC8626557,Neoadjuvant PD-1 blockade induces T cell and cDC1 activation but fails to overcome the immunosuppressive tumor associated macrophages in recurrent glioblastoma,41467_2021_26940_MOESM7_ESM.xlsx,B-DEG-Unnamed_7,1665,115,2.32,2.44e-18,1.86e-14
85,PMC9001660,Single-cell characterization of leukemic and non-leukemic immune repertoires in CD8+ T-cell large granular lymphocytic leukemia,41467_2022_29173_MOESM5_ESM.xlsx,Fig_2b_cluster_DEGs-gene,1246,96,2.59,2.46e-18,1.86e-14
86,PMC8626557,Neoadjuvant PD-1 blockade induces T cell and cDC1 activation but fails to overcome the immunosuppressive tumor associated macrophages in recurrent glioblastoma,41467_2021_26940_MOESM7_ESM.xlsx,B-DEG-Supplementary_Data_4_Seurat_based_clustering_of_all_peripheral_lymphoid_cells_analyzed_by_scRNA-seq,1666,115,2.32,2.56e-18,1.91e-14
87,PMC8783687,Single-cell profiling of T and B cell repertoires following SARS-CoV-2 mRNA vaccine,jciinsight-6-153201-s116.xlsx,Sheet1-Unnamed_28,305,44,4.85,2.63e-18,1.94e-14
88,PMC10027853,Clonal dynamics of alloreactive T cells in kidney allograft rejection after anti-PD-1 therapy,41467_2023_37230_MOESM7_ESM.xlsx,sc_nonNaive_RNA_cluster_markers-gene,2394,145,2.04,3.70e-18,2.70e-14
89,PMC8421363,A single-cell atlas of liver metastases of colorectal cancer reveals reprogramming of the tumor microenvironment in response to preoperative chemotherapy,41421_2021_312_MOESM4_ESM.xlsx,Table_S3d_DEGs_T_and_NK_Cells-Table_S3d_DEGs_of_T_and_NK_cell_types,2420,146,2.03,3.84e-18,2.77e-14
90,PMC7924267,A single-cell and spatial atlas of autopsy tissues reveals pathology and cellular targets of SARS-CoV-2,media-9.xlsx,CD8_T_cell_up-feature,1607,112,2.34,3.93e-18,2.79e-14
91,PMC7201019,Delineation and Modulation of the Natural Killer Cell Transcriptome in Rhesus Macaques During ZIKV and SIV Infections,Table_3.XLSX,Yand_et_al_Bone_marrow-Unnamed_1,508,57,3.77,3.96e-18,2.79e-14
92,PMC9942876,Single-cell and spatial transcriptomics reveal aberrant lymphoid developmental programs driving granuloma formation,mmc4.xlsx,GA_vs_homeostatic_Th_cells-Unnamed_1,2011,129,2.16,5.29e-18,3.70e-14
93,PMC10055242,Clonal associations of lymphocyte subsets and functional states revealed by single cell antigen receptor profiling of T and B cells in rheumatoid arthritis synovium,media-3.xlsx,Innate_T_Cells-Unnamed_0,913,79,2.91,5.80e-18,3.96e-14
94,PMC10055242,Clonal associations of lymphocyte subsets and functional states revealed by single cell antigen receptor profiling of T and B cells in rheumatoid arthritis synovium,media-3.xlsx,Innate_T_Cells-gene,913,79,2.91,5.80e-18,3.96e-14
95,PMC10559315,Epstein-Barr virus evades restrictive host chromatin closure by subverting B cell activation and germinal center regulatory loci,NIHMS1928283-supplement-2.xls,Pred_Genes_Resting_not_Success-predicted_linked_genes,1801,120,2.24,6.06e-18,4.10e-14
96,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S43-Table_S43,1967,127,2.17,6.21e-18,4.11e-14
97,PMC8771561,Single-cell RNA landscape of the osteoimmunology microenvironment in periodontitis,thnov12p1074s3.xlsx,Supplementary_Table_2_7-Supplementary_Table_2_7_All_marker_genes_of_cell_types_shown_in_Fig_6B,1896,124,2.20,6.30e-18,4.11e-14
98,PMC9763233,Single-cell RNA sequencing reveals intrahepatic and peripheral immune characteristics related to disease phases in HBV-infected patients,gutjnl-2021-325915supp004.xlsx,gdT-gene,1075,87,2.72,6.30e-18,4.11e-14
99,PMC7439502,Single-cell RNA-seq reveals ectopic and aberrant lung-resident cell populations in idiopathic pulmonary fibrosis,aba1983_Data_S5.txt,gene,1200,93,2.61,6.33e-18,4.11e-14
100,PMC8445447,Identification of immune correlates of fatal outcomes in critically ill COVID-19 patients,ppat.1009804.s017.xlsx,MAIT_Flu-Differentially_expressed_genes_in_MAIT_cells_for_ECMO_vs_non-ECMO_influenza_ICU_patients,1758,118,2.26,7.10e-18,4.56e-14
101,PMC8783687,Single-cell profiling of T and B cell repertoires following SARS-CoV-2 mRNA vaccine,jciinsight-6-153201-s116.xlsx,Sheet1-Unnamed_8,313,44,4.73,7.21e-18,4.59e-14
102,PMC8771561,Single-cell RNA landscape of the osteoimmunology microenvironment in periodontitis,thnov12p1074s3.xlsx,Supplementary_Table_2_10-Supplementary_Table_2_10_All_marker_genes_of_cell_types_shown_in_fig_S7A,1647,113,2.31,8.63e-18,5.44e-14
103,PMC7201019,Delineation and Modulation of the Natural Killer Cell Transcriptome in Rhesus Macaques During ZIKV and SIV Infections,Table_3.XLSX,Yand_et_al_Bone_marrow-Unnamed_6,517,57,3.71,8.95e-18,5.56e-14
104,PMC9722937,Single-cell sequencing shows cellular heterogeneity of cutaneous lesions in lupus erythematosus,41467_2022_35209_MOESM15_ESM.xlsx,dermis-Unnamed_7,1357,100,2.48,8.98e-18,5.56e-14
105,PMC9800604,Dissecting CD8+ T cell pathology of severe SARS-CoV-2 infection by single-cell immunoprofiling,Table_2.xlsx,DEGs_CD8__TEMRA-CD8_TEMRA_cells,2025,129,2.14,9.34e-18,5.72e-14
106,PMC7721881,Improving the informativeness of Mendelian disease-derived pathogenicity scores for common disease,41467_2020_20087_MOESM11_ESM.xlsx,Supplementary_Data_8B-MohammadiVg_WHLBLD,1402,102,2.45,9.52e-18,5.78e-14
107,PMC9800604,Dissecting CD8+ T cell pathology of severe SARS-CoV-2 infection by single-cell immunoprofiling,Table_2.xlsx,DEGs_CD8__NK_Teff-CD8_NK-like_early_effector_T_cells,2179,135,2.08,1.28e-17,7.72e-14
108,PMC9553985,Evolution and modulation of antigen-specific T cell responses in melanoma patients,41467_2022_33720_MOESM6_ESM.xlsx,DEG_clusters_Huuhtanen-Unnamed_6,1843,121,2.21,1.34e-17,7.97e-14
109,PMC8298514,Oncogenic enhancers drive esophageal squamous cell carcinogenesis and metastasis,41467_2021_24813_MOESM14_ESM.xlsx,EC_vs_Nor-SYMBOL,811,73,3.03,1.47e-17,8.70e-14
110,PMC7678849,Proteomic profiling and genome-wide mapping of O-GlcNAc chromatin-associated proteins reveal an O-GlcNAc-regulated genotoxic stress response,41467_2020_19579_MOESM10_ESM.xlsx,Sheet1-Unnamed_13,2358,142,2.03,1.58e-17,9.22e-14
111,PMC9013654,Immune features of COVID-19 convalescent individuals revealed by a single-cell RNA sequencing,mmc5.xlsx,16-gene,930,79,2.86,1.69e-17,9.80e-14
112,PMC5814445,Actionable perturbations of damage responses by TCL1/ATM and epigenetic lesions form the basis of T-PLL,41467_2017_2688_MOESM7_ESM.xlsx,a_q_0_01_log2_fc_5-Supplementary_Dataset_5_Differentially_used_exons_according_to_WTS,1034,84,2.73,2.06e-17,1.18e-13
113,PMC5814445,Actionable perturbations of damage responses by TCL1/ATM and epigenetic lesions form the basis of T-PLL,41467_2017_2688_MOESM7_ESM.xlsx,a_q_0_01_log2_fc_5-Unnamed_1,1036,84,2.73,2.31e-17,1.32e-13
114,PMC7933992,Single-cell analyses identify circulating anti-tumor CD8 T cells and markers for their enrichment,JEM_20200920_TableS8.xlsx,human_blood-Unnamed_7,1293,96,2.50,2.88e-17,1.62e-13
115,PMC9678742,Expression and regulatory characteristics of peripheral blood immune cells in primary Sjögren’s syndrome patients using single-cell transcriptomic,mmc2.xlsx,NK_cells_Differ_Markers-GeneID,980,81,2.78,3.10e-17,1.73e-13
116,PMC9927364,Galectin-9 Facilitates Epstein-Barr Virus Latent Infection and Lymphomagenesis in Human B Cells,spectrum.04932,22-s0002.xlsx-cluster8-Unnamed_0,823,73,2.98,3.28e-17,1.82e-13
117,PMC10293012,Phenotypic diversity of T cells in human primary and metastatic brain tumors revealed by multiomic interrogation,43018_2023_566_MOESM2_ESM.xlsx,1B-Unnamed_7,1406,101,2.42,3.40e-17,1.87e-13
118,PMC10151360,Transcriptomic analysis of B cells suggests that CD70 and LY9 may be novel features in patients with systemic lupus erythematosus,mmc8.xlsx,DEGs_of_HC_PBMC-gene,2481,146,1.98,3.51e-17,1.91e-13
119,PMC7484178,Therapy-Induced Evolution of Human Lung Cancer Revealed by Single-Cell RNA Sequencing,mmc4.xlsx,6_T-cell_Clusters-gene,1964,125,2.14,3.85e-17,2.09e-13
120,PMC8987207,Monoallelic Heb/Tcf12 Deletion Reduces the Requirement for NOTCH1 Hyperactivation in T-Cell Acute Lymphoblastic Leukemia,DataSheet_1.xls,TF_targets_Fig_2A-E2A_Pre-Pro-B-Cells_ChIP-seq,1845,120,2.19,3.91e-17,2.10e-13
121,PMC10259667,Single‐cell atlas reveals a distinct immune profile fostered by T cell‐B cell crosstalk in triple negative breast cancer,CAC2-43-661-s001.xlsx,S11-Supplementary_Table_S11_Differentially_expressed_genes_of_Treg_cells_exhausted_CD8_T_cells_and_cytotoxic_CD8_T_cells_in_TNBC_compared_to_their_counterparts,1967,125,2.14,4.34e-17,2.31e-13
122,PMC9013654,Immune features of COVID-19 convalescent individuals revealed by a single-cell RNA sequencing,mmc5.xlsx,46-gene,1663,112,2.26,4.89e-17,2.58e-13
123,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM4_ESM.xlsx,Super_enhancers_in_AML10-OVERLAP_GENES,869,75,2.90,5.20e-17,2.72e-13
