#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BRD4	NSD3	9606.ENSP00000263377	9606.ENSP00000313983	0	0	0	0	0.120	0.986	0	0.983	0.999
BRIP1	CLSPN	9606.ENSP00000259008	9606.ENSP00000312995	0	0	0	0	0.271	0	0.800	0.394	0.904
BTAF1	DRAP1	9606.ENSP00000265990	9606.ENSP00000307850	0	0	0	0	0.054	0.834	0	0.744	0.956
BUB1	CDCA5	9606.ENSP00000302530	9606.ENSP00000275517	0	0	0	0	0.789	0	0	0.698	0.933
BUB1	BUB1B	9606.ENSP00000302530	9606.ENSP00000287598	0	0	0	0.584	0.920	0.919	0.500	0.989	0.999
BUB1	HMMR	9606.ENSP00000302530	9606.ENSP00000377492	0	0	0	0	0.807	0.115	0	0.508	0.909
BUB1	SPC24	9606.ENSP00000302530	9606.ENSP00000465075	0	0	0	0	0.308	0.781	0	0.555	0.926
BUB1	SPAG5	9606.ENSP00000302530	9606.ENSP00000323300	0	0	0	0	0.886	0.115	0	0.406	0.934
BUB1	NUSAP1	9606.ENSP00000302530	9606.ENSP00000499238	0	0	0	0	0.858	0	0	0.575	0.937
BUB1B	RACGAP1	9606.ENSP00000287598	9606.ENSP00000404190	0	0	0	0	0.746	0	0	0.694	0.919
BUB1B	SPAG5	9606.ENSP00000287598	9606.ENSP00000323300	0	0	0	0	0.912	0.115	0	0.419	0.951
BUB1B	NUSAP1	9606.ENSP00000287598	9606.ENSP00000499238	0	0	0	0	0.852	0	0	0.696	0.953
BUB1B	PPP2R5C	9606.ENSP00000287598	9606.ENSP00000412324	0	0	0	0	0.049	0.883	0.500	0.371	0.960
CALCA	GNB1	9606.ENSP00000331746	9606.ENSP00000367872	0	0	0	0	0	0.922	0	0.057	0.923
CALML6	CAMK1D	9606.ENSP00000304643	9606.ENSP00000478874	0	0	0	0	0.067	0.129	0.650	0.768	0.925
CALML6	PLCG2	9606.ENSP00000304643	9606.ENSP00000482457	0	0	0	0	0	0	0.900	0.307	0.927
CALML6	SRC	9606.ENSP00000304643	9606.ENSP00000362680	0	0	0	0	0	0.099	0	0.922	0.927
CALML6	PPP3CB	9606.ENSP00000304643	9606.ENSP00000378306	0	0	0	0	0	0.147	0.900	0.731	0.975
CALML6	ITPR3	9606.ENSP00000304643	9606.ENSP00000363435	0	0	0	0	0	0.045	0.900	0.804	0.979
CALML6	HSP90AA1	9606.ENSP00000304643	9606.ENSP00000335153	0	0	0	0	0	0.070	0.800	0.982	0.996
CATSPER4	TMEM262	9606.ENSP00000390423	9606.ENSP00000432459	0	0	0	0	0	0.797	0.720	0	0.940
CBX7	EZH1	9606.ENSP00000216133	9606.ENSP00000404658	0	0	0	0	0.118	0.100	0.900	0.475	0.952
CCND2	RBL1	9606.ENSP00000261254	9606.ENSP00000362768	0	0	0	0	0	0.157	0.900	0.178	0.924
CCND2	CCND3	9606.ENSP00000261254	9606.ENSP00000362082	0	0	0.059	0.960	0.044	0	0.900	0.383	0.937
CCND3	RBL1	9606.ENSP00000362082	9606.ENSP00000362768	0	0	0	0	0.044	0.157	0.900	0.201	0.927
CCR7	CD4	9606.ENSP00000246657	9606.ENSP00000011653	0	0	0	0	0.193	0.091	0	0.934	0.947
CCR7	CD69	9606.ENSP00000246657	9606.ENSP00000228434	0	0	0	0	0.266	0	0	0.876	0.905
CCR7	CXCR4	9606.ENSP00000246657	9606.ENSP00000386884	0	0	0	0.845	0.176	0	0.500	0.910	0.959
CD151	PTGFRN	9606.ENSP00000324101	9606.ENSP00000376899	0	0	0	0	0.062	0.510	0	0.935	0.967
CD244	CD48	9606.ENSP00000357012	9606.ENSP00000484431	0	0	0	0	0.270	0.808	0.900	0.997	0.999
CD3E	CD4	9606.ENSP00000354566	9606.ENSP00000011653	0	0	0	0	0.454	0	0.900	0.864	0.991
CD4	FBXW11	9606.ENSP00000011653	9606.ENSP00000265094	0	0	0	0	0	0	0.900	0.079	0.903
CD4	RBX1	9606.ENSP00000011653	9606.ENSP00000216225	0	0	0	0	0	0	0.900	0.179	0.914
CD4	CUL1	9606.ENSP00000011653	9606.ENSP00000326804	0	0	0	0	0	0.069	0.900	0.451	0.944
CD4	CD69	9606.ENSP00000011653	9606.ENSP00000228434	0	0	0	0	0.117	0.091	0	0.940	0.948
CD4	CXCR4	9606.ENSP00000011653	9606.ENSP00000386884	0	0	0	0	0.083	0.535	0	0.999	0.999
CD48	LY9	9606.ENSP00000484431	9606.ENSP00000263285	0	0	0	0	0.303	0.094	0	0.925	0.948
CD48	CD84	9606.ENSP00000484431	9606.ENSP00000312367	0	0.268	0	0	0.217	0	0	0.862	0.914
CD48	CD52	9606.ENSP00000484431	9606.ENSP00000363330	0	0	0	0	0.749	0	0	0.629	0.903
CD6	LCP2	9606.ENSP00000323280	9606.ENSP00000046794	0	0	0	0	0.188	0.330	0	0.840	0.905
CD69	S1PR1	9606.ENSP00000228434	9606.ENSP00000305416	0	0	0	0	0.124	0.301	0	0.993	0.995
CDCA5	SMC3	9606.ENSP00000275517	9606.ENSP00000354720	0	0	0	0	0.084	0.834	0.500	0.931	0.994
CHAC1	TXNDC12	9606.ENSP00000484644	9606.ENSP00000360688	0	0	0	0	0	0	0.900	0.069	0.902
CHD4	CSNK2A1	9606.ENSP00000440542	9606.ENSP00000217244	0	0	0	0	0.137	0.362	0.720	0.481	0.909
CHD4	IRF1	9606.ENSP00000440542	9606.ENSP00000245414	0	0	0	0	0.046	0.073	0.900	0.107	0.910
CHD4	MTA2	9606.ENSP00000440542	9606.ENSP00000278823	0	0	0	0	0.339	0.909	0.900	0.997	0.999
CHD4	IKZF1	9606.ENSP00000440542	9606.ENSP00000331614	0	0	0	0	0.057	0.745	0	0.881	0.969
CHEK2	MUS81	9606.ENSP00000372023	9606.ENSP00000307853	0	0	0	0	0.103	0.668	0	0.711	0.906
CHEK2	TP53BP1	9606.ENSP00000372023	9606.ENSP00000371475	0	0	0	0	0.049	0.883	0.500	0.951	0.996
CLN5	PPT1	9606.ENSP00000498772	9606.ENSP00000493153	0	0	0	0	0.044	0	0	0.978	0.978
CLSPN	MCM3	9606.ENSP00000312995	9606.ENSP00000480987	0	0	0	0	0.272	0.800	0.500	0.423	0.952
CLTA	CLTB	9606.ENSP00000242285	9606.ENSP00000309415	0	0	0.056	0.954	0.072	0.634	0.900	0.609	0.985
CMTM1	CMTM3	9606.ENSP00000368814	9606.ENSP00000400482	0	0	0	0	0.042	0	0	0.975	0.975
COX6A1	NDUFA4	9606.ENSP00000229379	9606.ENSP00000339720	0	0	0	0	0.398	0.838	0.800	0.914	0.998
CRY1	PRKAB2	9606.ENSP00000008527	9606.ENSP00000254101	0	0	0	0	0.086	0	0.900	0.226	0.923
CRY1	TPTEP2-CSNK1E	9606.ENSP00000008527	9606.ENSP00000383067	0	0	0	0	0	0.825	0	0.789	0.961
CRY1	NR1D1	9606.ENSP00000008527	9606.ENSP00000246672	0	0	0	0	0.042	0	0	0.976	0.976
CRY1	PER1	9606.ENSP00000008527	9606.ENSP00000314420	0	0	0	0	0.070	0.989	0.500	0.822	0.998
CSNK2A1	CSNK2A3	9606.ENSP00000217244	9606.ENSP00000473553	0	0	0.047	0.987	0	0	0.900	0.043	0.900
CTRL	PSMB8	9606.ENSP00000458537	9606.ENSP00000364016	0	0	0	0	0.042	0.045	0	0.918	0.918
CUL1	RBX1	9606.ENSP00000326804	9606.ENSP00000216225	0	0	0	0	0.057	0.999	0.900	0.999	0.999
CUL1	FBXL12	9606.ENSP00000326804	9606.ENSP00000247977	0	0	0	0	0.047	0.870	0.400	0.803	0.983
CUL1	SMAD2	9606.ENSP00000326804	9606.ENSP00000262160	0	0	0	0	0.067	0	0.900	0.277	0.926
CUL1	FBXW11	9606.ENSP00000326804	9606.ENSP00000265094	0	0	0	0	0.087	0.957	0.900	0.960	0.999
CUL1	FBXO7	9606.ENSP00000326804	9606.ENSP00000266087	0	0	0	0	0.210	0.916	0.400	0.843	0.992
CUL1	RNF7	9606.ENSP00000326804	9606.ENSP00000273480	0	0	0	0	0.049	0.925	0	0.994	0.999
CUL1	NFKBIB	9606.ENSP00000326804	9606.ENSP00000312988	0	0	0	0	0.042	0.238	0.900	0.188	0.932
CUL1	PER1	9606.ENSP00000326804	9606.ENSP00000314420	0	0	0	0	0.042	0	0.900	0.044	0.900
CUL1	SMAD3	9606.ENSP00000326804	9606.ENSP00000332973	0	0	0	0	0.074	0.292	0.900	0.299	0.947
CUL1	FBXL14	9606.ENSP00000326804	9606.ENSP00000344855	0	0	0	0	0	0.849	0.400	0.748	0.975
CUL1	FBXO32	9606.ENSP00000326804	9606.ENSP00000428205	0	0	0	0	0	0.716	0.400	0.931	0.987
CUL1	FBXL5	9606.ENSP00000326804	9606.ENSP00000344866	0	0	0	0	0.049	0.838	0.800	0.973	0.999
CUL7	MRPS10	9606.ENSP00000438788	9606.ENSP00000053468	0.102	0	0	0	0.659	0.799	0	0.304	0.951
CUL7	RBX1	9606.ENSP00000438788	9606.ENSP00000216225	0	0	0	0	0.060	0.882	0.900	0.998	0.999
CUL7	RPL18A	9606.ENSP00000438788	9606.ENSP00000222247	0	0	0	0	0.683	0.781	0	0.166	0.937
CUL7	SEC61A1	9606.ENSP00000438788	9606.ENSP00000243253	0.102	0	0	0	0.669	0.638	0	0.240	0.907
CUL7	FBXW11	9606.ENSP00000438788	9606.ENSP00000265094	0	0	0	0	0	0	0	0.915	0.915
CUL7	RNF7	9606.ENSP00000438788	9606.ENSP00000273480	0	0	0	0	0.060	0.298	0.360	0.954	0.977
CUL7	MRPL16	9606.ENSP00000438788	9606.ENSP00000300151	0.070	0	0	0	0.579	0.834	0	0.349	0.952
CUL7	MRPL20	9606.ENSP00000438788	9606.ENSP00000341082	0	0	0	0	0.809	0.818	0	0.387	0.976
CUL7	RPL23	9606.ENSP00000438788	9606.ENSP00000420311	0.115	0	0	0	0.806	0.884	0	0.349	0.985
CUL7	MRPS14	9606.ENSP00000438788	9606.ENSP00000420714	0.091	0	0	0	0.595	0.841	0	0.410	0.960
CUL7	MRPL36	9606.ENSP00000438788	9606.ENSP00000423399	0.115	0	0	0	0.809	0.841	0	0.348	0.980
CUL7	RPL11	9606.ENSP00000438788	9606.ENSP00000496250	0.115	0	0	0	0.806	0.839	0	0.370	0.980
CXCR4	GNA12	9606.ENSP00000386884	9606.ENSP00000275364	0	0	0	0	0	0.125	0.900	0.705	0.972
CXCR4	GNG3	9606.ENSP00000386884	9606.ENSP00000294117	0	0	0	0	0	0.120	0.900	0.075	0.911
CXCR4	GNG8	9606.ENSP00000386884	9606.ENSP00000300873	0	0	0	0	0	0.120	0.900	0.146	0.918
CXCR4	GNB1	9606.ENSP00000386884	9606.ENSP00000367872	0	0	0	0	0.088	0.129	0.900	0.102	0.919
CXCR4	HIF1A	9606.ENSP00000386884	9606.ENSP00000437955	0	0	0	0	0.076	0.226	0	0.891	0.915
CXCR4	GNA13	9606.ENSP00000386884	9606.ENSP00000400717	0	0	0	0	0.072	0.354	0.900	0.306	0.952
CYFIP2	RAC2	9606.ENSP00000479719	9606.ENSP00000249071	0	0	0	0	0.183	0.206	0.900	0.260	0.945
CYTH1	FRMD4A	9606.ENSP00000389095	9606.ENSP00000350032	0	0	0	0	0	0.521	0	0.839	0.919
CYTH2	GRASP	9606.ENSP00000493357	9606.ENSP00000293662	0	0	0	0	0	0.104	0	0.981	0.982
DAD1	SEC61A1	9606.ENSP00000250498	9606.ENSP00000243253	0	0	0	0	0.067	0.966	0	0.595	0.986
DAD1	DOLPP1	9606.ENSP00000250498	9606.ENSP00000361625	0	0	0	0	0.044	0	0.900	0	0.900
DAD1	SSR2	9606.ENSP00000250498	9606.ENSP00000295702	0	0	0	0	0.443	0.800	0	0.467	0.935
DAD1	RPN1	9606.ENSP00000250498	9606.ENSP00000296255	0	0	0	0	0.220	0.995	0.900	0.999	0.999
DCAF1	RBX1	9606.ENSP00000393183	9606.ENSP00000216225	0	0	0	0	0.055	0.966	0.900	0.961	0.999
DCAF1	DCAF5	9606.ENSP00000393183	9606.ENSP00000341351	0	0	0	0	0.074	0	0.900	0.257	0.925
DCAF1	DDA1	9606.ENSP00000393183	9606.ENSP00000352928	0	0	0	0	0.076	0.834	0.900	0.745	0.995
DCAF1	DCAF6	9606.ENSP00000393183	9606.ENSP00000356814	0	0	0	0	0.095	0	0.900	0.314	0.932
DCAF1	SAMHD1	9606.ENSP00000393183	9606.ENSP00000493536	0	0	0	0	0.049	0.971	0	0.850	0.995
DCAF5	RBX1	9606.ENSP00000341351	9606.ENSP00000216225	0	0	0	0	0	0	0.900	0.191	0.915
DCAF5	DDA1	9606.ENSP00000341351	9606.ENSP00000352928	0	0	0	0	0.060	0.334	0.900	0	0.932
DCAF5	DCAF6	9606.ENSP00000341351	9606.ENSP00000356814	0	0	0	0.549	0.081	0	0.900	0.423	0.942
DCAF6	RBX1	9606.ENSP00000356814	9606.ENSP00000216225	0	0	0	0	0.055	0.048	0.900	0.218	0.920
DCAF6	DDA1	9606.ENSP00000356814	9606.ENSP00000352928	0	0	0	0	0	0.226	0.900	0.145	0.928
DDA1	RBX1	9606.ENSP00000352928	9606.ENSP00000216225	0	0	0	0	0.072	0.184	0.900	0.558	0.962
DDX23	SNRPG	9606.ENSP00000310723	9606.ENSP00000393388	0	0	0	0	0.109	0.968	0.900	0.298	0.997
DGUOK	GUK1	9606.ENSP00000264093	9606.ENSP00000355689	0	0	0	0	0.099	0	0.900	0.315	0.932
DNAJA1	HSPA9	9606.ENSP00000369127	9606.ENSP00000297185	0.041	0	0.374	0	0.437	0.427	0.162	0.539	0.908
DNAJA1	HSP90AA1	9606.ENSP00000369127	9606.ENSP00000335153	0.042	0	0	0	0.615	0.295	0.500	0.934	0.989
DNAJA1	HSPH1	9606.ENSP00000369127	9606.ENSP00000487365	0.041	0	0.211	0	0.589	0.455	0.162	0.704	0.948
DNAJB11	SDF2L1	9606.ENSP00000414398	9606.ENSP00000248958	0	0	0	0	0.521	0.589	0.720	0.853	0.990
DNAJB6	HSPA9	9606.ENSP00000262177	9606.ENSP00000297185	0.041	0	0.377	0	0.262	0.554	0.475	0.346	0.917
DNAJC5	RAB3A	9606.ENSP00000354111	9606.ENSP00000222256	0	0	0	0	0.072	0	0.800	0.677	0.934
DNAJC5	PPT1	9606.ENSP00000354111	9606.ENSP00000493153	0	0	0	0	0.049	0	0	0.914	0.915
DNM1	GRB2	9606.ENSP00000362014	9606.ENSP00000376345	0	0	0	0	0.061	0.878	0	0.622	0.953
DNM1	ITSN1	9606.ENSP00000362014	9606.ENSP00000370719	0	0	0	0	0.072	0.711	0	0.928	0.979
DNMT3A	TLE3	9606.ENSP00000264709	9606.ENSP00000452871	0	0	0	0	0.054	0	0	0.913	0.914
DNMT3A	SETDB1	9606.ENSP00000264709	9606.ENSP00000271640	0	0	0	0	0.058	0.305	0	0.995	0.996
DOLPP1	RPN1	9606.ENSP00000361625	9606.ENSP00000296255	0	0	0	0	0.064	0.126	0.900	0	0.911
DOLPP1	DPM2	9606.ENSP00000361625	9606.ENSP00000322181	0	0	0	0	0.060	0	0.900	0.434	0.942
