"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"17","CD4 TCM","FOXM1 23109430 ChIP-Seq U2OS Human","FOXM1 23109430 ChIP-Seq U2OS Human","28/1139","226/18365",0.000371326813165062,0.00755083789648005,0.00547087366388848,"NUSAP1/SPAG5/DYNLL2/CEP192/RACGAP1/TUBB2A/CHEK2/PTPRJ/PLA2G15/ASPH/PHF19/KBTBD2/RNFT2/HMMR/GNA12/LMNB1/KPNB1/WBP1/FAM111A/UCP2/CNIH4/TAF5/BRIP1/SMAD3/LMNB2/NUP98/ELMO1/PPM1B",28
"18","CD4 TCM","IRF8 22096565 ChIP-ChIP GC-B Human","IRF8 22096565 ChIP-ChIP GC-B Human","21/1139","150/18365",0.000385602130424057,0.00755083789648005,0.00547087366388848,"PER1/HERC1/GNA13/APOBEC3B/DHRS4/SP100/CTRL/TLCD1/ZNF41/FAM111A/UMODL1/MX2/KLF12/WBP4/SPTBN1/ARID5B/TOR1AIP2/PSMB8/NCF4/BTAF1/NFKBIZ",21
"19","CD4 TCM","RUNX1 30185409 ChIP-Seq K562 Mouse BoneMarrow Leukemia","RUNX1 30185409 ChIP-Seq K562 Mouse BoneMarrow Leukemia","34/1139","296/18365",0.000392251319297665,0.00755083789648005,0.00547087366388848,"CCND3/DCAF6/PEAR1/ERAL1/PI16/ECE1/PIGM/PHF19/MMD/NUB1/VPS9D1/S1PR1/GMCL1/ZFP36L1/RSPH1/TGFBR3/DOLPP1/HIVEP3/CAT/SUSD1/ZFAT/WDR26/SMAD3/AGPAT3/IL17RA/GFI1/STAT5A/THEMIS2/UCP3/TGFBR1/CORO2A/DNAJB6/LIN28A/MDGA1",34
"20","CD8 TEM","STAT6 20620947 ChIP-Seq CD4 POS T Human","STAT6 20620947 ChIP-Seq CD4 POS T Human","46/929","334/18365",6.1838235190587e-10,9.52308821935039e-08,6.6394736730946e-08,"HDAC4/MAT2B/BCL2/TBC1D2B/CDKN2C/CD69/DUSP2/KIF13B/HEMK1/SLC38A1/GGTLC1/TUBA4B/FASLG/HIVEP2/BCL6/CDH13/STAT4/SLFN5/STK17B/GPR183/LPIN2/YPEL5/RIN3/NCK2/ME2/CDC14A/PRDM1/NFATC3/MYH9/EHD1/IKZF3/FCER2/ATP10A/FYN/ARHGAP25/MPZL3/TSHZ1/PLLP/HK1/PDE9A/ITK/ACOXL/SPTBN1/IRF4/PIK3R5/SGSH",46
"21","CD8 TEM","FOXP3 17237761 ChIP-ChIP TREG Mouse","FOXP3 17237761 ChIP-ChIP TREG Mouse","22/929","108/18365",1.84844710403239e-08,1.42330427010494e-06,9.92324234796335e-07,"KLF3/KLF6/BCL2/TRAT1/GBP5/CD69/KLF2/OLIG3/BCL6/STAT4/STK24/RASA3/NR5A2/IRF2/PDE7A/SGCE/RRAS2/EXT1/IFNG/NINJ2/IRF4/ASXL1",22
"22","CD8 TEM","BRD4 28847988 ChIP-Seq BCBL1 Human Blood Lymphoma","BRD4 28847988 ChIP-Seq BCBL1 Human Blood Lymphoma","28/929","206/18365",1.82921086334831e-06,9.38994909852133e-05,6.54664940566764e-05,"EIF5A/FASTK/SLTM/NDRG1/NOCT/RNASET2/MRPL12/ANKRD11/NUDT4/GTF2I/PHF21A/MSL1/PHC3/UFSP1/FBXO32/HDAC7/PRCC/IRF2BP2/SLC1A4/DENND1B/STK11/UBR5/NINJ2/GAPDH/FNDC3B/SPTBN1/ARID1B/ASXL1",28
"23","CD8 TEM","NFIB 24661679 ChIP-Seq LUNG Mouse","NFIB 24661679 ChIP-Seq LUNG Mouse","47/929","453/18365",2.47898999115256e-06,9.54411146593737e-05,6.6541310288832e-05,"BTG1/KLF6/PCIF1/POLR3K/ARFGAP2/KRR1/ARHGEF19/TNRC18/BRMS1L/MRPL12/ANKRD11/BTG3/VPS16/ZFP36L1/OCIAD1/TMEM97/HMOX2/PKDCC/EIF4ENIF1/KIF13B/SUFU/SGMS1/CNOT6/OLIG3/ABCA4/STK24/USP36/JUN/CUL3/FAM167A/ARRDC3/ASXL2/TIPARP/ING1/PTGIS/IRF2BP2/INSIG1/SCCPDH/PEBP4/HEXB/EXT1/NR4A2/TSN/SUSD1/DUSP6/ZMYND11/FNDC3B",47
"24","CD8 TEM","RELB 30642670 ChIP-Seq CTB1 Human Placenta Inflammation","RELB 30642670 ChIP-Seq CTB1 Human Placenta Inflammation","20/929","139/18365",2.29348428978512e-05,0.000706393161253818,0.000492495573806489,"GBP5/CDKN2C/DUSP2/TNFSF9/NFKBIA/BCL6/MAP3K8/STK17B/RHBDF2/TRIP10/TIPARP/INSIG1/DUSP4/PRDM1/NR4A2/BHLHE40/MMP14/MT1X/NFKB2/OSM",20
"25","CD8 TEM","HCFC1 20581084 ChIP-Seq MESCs Mouse","HCFC1 20581084 ChIP-Seq MESCs Mouse","25/929","209/18365",5.82435926772322e-05,0.00149491887871563,0.00104225376369784,"RAB1B/KRR1/CDC25A/RNF44/CCT5/NBR1/GTF2I/NFKBIB/CSNK2B/CEP170/BANP/RPL26/ZCCHC8/ACAD11/PRCC/KLHDC4/RNASE4/NMT1/MRPL34/KBTBD7/ABCF2/PCM1/SMARCC2/DHX33/ASXL1",25
"26","CD8 TEM","ZIC3 20872845 ChIP-ChIP MESCs Mouse","ZIC3 20872845 ChIP-ChIP MESCs Mouse","27/929","259/18365",0.000307062300636424,0.00675537061400132,0.00470982776916018,"KLF6/TFRC/NDEL1/TBX21/PDHA1/JARID2/RGL2/TGFBR3/ZFP36L1/KLF2/SLC27A2/HIVEP2/SYNE1/FBXO32/FAIM/SPRY2/SMARCE1/CHD1/FBXO5/HEXB/SLC17A5/EMB/PDE9A/OGT/TAGLN3/LPP/ASXL1",27
"27","CD8 TEM","DMRT1 21621532 ChIP-ChIP FETAL Ovary","DMRT1 21621532 ChIP-ChIP FETAL Ovary","13/929","88/18365",0.000462614154246008,0.00890532246923565,0.00620876891224905,"SON/IRF2BP1/FNDC3A/STK17B/DMPK/NFX1/MRPL2/SHC1/TSN/CCDC115/BHLHE40/SLC39A10/TULP1",13
"28","NK","STAT6 20620947 ChIP-Seq CD4 POS T Human","STAT6 20620947 ChIP-Seq CD4 POS T Human","33/595","334/18365",1.3840570610533e-08,2.06224502096942e-06,1.80655869021694e-06,"DUSP2/ADAR/MAD1L1/TLE4/PPP3CC/PRRG2/GGTLC1/CFLAR/SLA/FYN/CREM/TBC1D2B/BACH2/STARD4/SOCS1/SLFN5/EPAS1/CDKN2C/RIN3/MYH9/SLFN12L/RUNX1/MAST3/ZFR2/ZBP1/SORL1/HMMR/ACOXL/MED15/TNFAIP3/DDB2/WDFY2/SUB1",33
"29","NK","NFIB 24661679 ChIP-Seq LUNG Mouse","NFIB 24661679 ChIP-Seq LUNG Mouse","33/595","453/18365",1.35173844366016e-05,0.00100704514052682,0.000882187194809789,"GGA1/TBC1D17/UNK/NDE1/LGMN/DCAF10/IGF2R/ING1/DNMBP/SOCS1/PPP2R5E/ZFP62/PEBP4/MUCL1/SRGN/PNRC1/CTNNB1/ERRFI1/SERTAD2/NHSL2/THAP1/EHF/IRF2BP2/RGS3/ASXL2/NCOR2/COL13A1/PCIF1/PGP/JUN/STK10/DPF1/UCK1",33
"30","NK","SCL 19346495 ChIP-Seq HPC-7 Human","SCL 19346495 ChIP-Seq HPC-7 Human","18/595","201/18365",9.96735148955674e-05,0.00495045123981318,0.00433667222703521,"DUSP2/MAD1L1/P2RX7/POR/ZFPM1/ITGA2B/ST3GAL2/RBM38/GTF3C5/NRTN/NFIX/CCND3/RUNX1/TULP4/RAI14/CXXC5/SRBD1/PIK3R1",18
"31","NK","NFE2L2 22581777 ChIP-Seq LYMPHOBLASTOID Human","NFE2L2 22581777 ChIP-Seq LYMPHOBLASTOID Human","29/595","425/18365",0.000141208399335281,0.00526001287523923,0.00460785303094076,"GRIK4/POR/TLE4/PKIG/B3GNT5/IL1R2/DYRK1A/BACH2/SURF4/LAMTOR2/ST3GAL2/RNF213/NCOA7/RBM38/PFN1/METTL9/PNRC1/RUNX1/DIP2A/RNF165/RGS3/NCOR2/TNFAIP3/PGD/PPP1R15B/SUB1/SNX18/DTHD1/STK10",29
"32","NK","IRF8 22096565 ChIP-ChIP GC-B Mouse","IRF8 22096565 ChIP-ChIP GC-B Mouse","30/595","463/18365",0.000267221843022885,0.00796321092208197,0.00697589653365004,"DUSP2/DNMT3A/ADAR/MAD1L1/NDE1/AP1S3/NIF3L1/PRRG2/CFLAR/SLA/HSP90AB1/CREM/SOCS1/PSD4/IVNS1ABP/USP6NL/CDKN2C/ZBTB32/GTF3C5/RORB/MAST3/LSP1/UBE2I/ZFYVE26/ZBP1/TSPAN14/SIN3A/MEF2C/SLC39A10/PPP1R15B",30
