"","Gene","log2FC","P.value","adj.P.value","sgnlFC"
"642","RPTN",12.6549689146756,5.12163784798597e-08,3.85239706665487e-07,"+"
"643","C1orf21",11.8379468962426,5.17774468149724e-08,3.88854262316488e-07,"+"
"644","GXYLT1",11.9993744934464,5.24280601509533e-08,3.93129041100859e-07,"+"
"645","MIR1208",10.9717467666687,5.25674810100393e-08,3.9356335782555e-07,"+"
"646","LINC01222",11.7377526408733,5.28269874768625e-08,3.94876160899514e-07,"+"
"647","BTBD18",-11.9269477228293,5.29063731832648e-08,3.94876160899514e-07,"-"
"648","LOC105370489",-12.3817505870632,5.30299079537272e-08,3.95187385044057e-07,"-"
"649","EFNA5",-11.5096292370401,5.33843348042362e-08,3.97215643712876e-07,"-"
"650","AREG",11.7533902388521,5.46868351068205e-08,4.05781816205609e-07,"+"
"651","MIR193BHG",12.2770604940172,5.47036575584699e-08,4.05781816205609e-07,"+"
"652","LOC105372397",-12.1481633568827,5.50827372507395e-08,4.0796708310402e-07,"-"
"653","LONRF1",11.7620727352165,5.60846249603969e-08,4.14751384278341e-07,"+"
"654","STAG1",11.7568511682912,5.65300448464911e-08,4.17406095663159e-07,"+"
"655","RNF4",-10.9666250874676,5.66317794448387e-08,4.17518874716223e-07,"-"
"656","S1PR1",12.6245787799847,5.69321355995664e-08,4.18455529391638e-07,"+"
"657","MIR1343",12.3562997287935,5.69021112595435e-08,4.18455529391638e-07,"+"
"658","C7orf71",11.3847508308536,5.73435033948559e-08,4.2019996645487e-07,"+"
"659","MIR7848",-11.4725815299315,5.73383121006258e-08,4.2019996645487e-07,"-"
"660","ENSA",-12.2015170444355,5.78391966477349e-08,4.23190122139261e-07,"-"
"661","AP2S1",11.4896538880566,5.79683032002043e-08,4.23493095542793e-07,"+"
"662","CDC42SE2",-11.6072991817073,5.91022980416941e-08,4.31125373479367e-07,"-"
"663","GNAI3",-12.0138154754189,6.11602878495298e-08,4.45464600339939e-07,"-"
"664","UBE2V1",11.5712791198812,6.13463602371927e-08,4.46146948170789e-07,"+"
"665","LINC00111",12.6464266521623,6.28415513220831e-08,4.56333611029082e-07,"+"
"666","LTC4S",-12.0539501644067,6.33451547869092e-08,4.59299928627604e-07,"-"
"667","MSR1",-10.8967837372745,6.42604510799288e-08,4.65237958418255e-07,"-"
"668","CCDC86",-11.7754553189923,6.47039083164206e-08,4.67747265359274e-07,"-"
"669","EXT1",11.2044326099914,6.53019419437735e-08,4.71364839531363e-07,"+"
"670","MIR4677",-11.5662807465112,6.68202384006241e-08,4.80886633735639e-07,"-"
"671","SMCO4",11.754784007184,6.68046558813868e-08,4.80886633735639e-07,"+"
"672","XRCC3",11.6843764442134,6.70808852530647e-08,4.8204404001049e-07,"+"
"673","PRKCG",-12.2635469479198,6.77527359117461e-08,4.86148531527224e-07,"-"
"674","RAB11FIP1",11.8733766752004,6.8449605530788e-08,4.90420096599667e-07,"+"
"675","KMT5C",12.297445558031,7.14028757623106e-08,5.10821462305478e-07,"+"
"676","APOA1",11.6347311014321,7.27085524780058e-08,5.19392899284453e-07,"+"
"677","SLC30A1",11.8733390601495,7.32286137089293e-08,5.2233526676576e-07,"+"
"678","WDR53",-11.8298395730615,7.48362060087586e-08,5.32307003387076e-07,"-"
"679","LINC02432",-11.2326336791159,7.48470605300941e-08,5.32307003387076e-07,"-"
"680","MIR6769A",12.8806317837899,7.538765533269e-08,5.35363217061118e-07,"+"
"681","COL4A3BP",-12.0421194511617,7.62161227135178e-08,5.40136588402994e-07,"-"
"682","LOC102724511",10.5206005337918,7.6283527291539e-08,5.40136588402994e-07,"+"
"683","ADA2",12.0633509246304,7.69933158989158e-08,5.44364161750899e-07,"+"
"684","NCOA4",-12.324294487905,7.85295764221914e-08,5.54414217167781e-07,"-"
"685","ACER3",-12.6124999627058,7.87699884902936e-08,5.55299670685588e-07,"-"
"686","DPYSL2",12.5079652458832,7.89004417905e-08,5.55408503507762e-07,"+"
"687","NOS3",11.562246998509,7.9360342132606e-08,5.57413062612853e-07,"+"
"688","MIR4686",10.6683639855958,7.94462091914614e-08,5.57413062612853e-07,"+"
"689","ORAI3",12.5222287654879,7.95314972334346e-08,5.57413062612853e-07,"+"
"690","ADK",-11.7752744012838,8.01421382504901e-08,5.60878819726981e-07,"-"
"691","DTNBP1",11.101393323901,8.10243648627863e-08,5.66232500611281e-07,"+"
"692","EFR3A",11.6033523846844,8.18863523261401e-08,5.7142947309672e-07,"+"
"693","SHH",11.6030091730944,8.26028855759967e-08,5.75597885204168e-07,"+"
"694","MIR1275",10.1667802247529,8.27312449507807e-08,5.7566164534196e-07,"+"
"695","EHD4",12.0411047137601,8.34214272993443e-08,5.79628881192134e-07,"+"
"696","MIR7109",11.5699835057295,8.42753211612953e-08,5.84720583172263e-07,"+"
"697","HILPDA",11.3341301508957,8.44721762987437e-08,5.85245537082688e-07,"+"
"698","PTK2B",-12.3441144905837,8.5579139629836e-08,5.92065423026473e-07,"-"
"699","LINC00595",11.7450138202263,8.65606707379239e-08,5.97999254640107e-07,"+"
"700","TECRL",-10.8570910138981,9.04757996379389e-08,6.24153766359439e-07,"-"
"701","HLA-DPB1",12.3034660840208,9.16989464313284e-08,6.31689318569022e-07,"+"
"702","PROZ",12.2748598818667,9.29419370641261e-08,6.39339906100662e-07,"+"
"703","SCO2",12.5971121131323,9.34076042483105e-08,6.41629190490884e-07,"+"
"704","MAOA",11.036983479185,9.45023939079001e-08,6.48227358212003e-07,"+"
"705","ARTN",-11.7158817820352,9.47026935061957e-08,6.48679868002013e-07,"-"
"706","RMC1",11.8296808652052,9.49815238697558e-08,6.49668241879675e-07,"+"
"707","ARMC2-AS1",11.4003053072568,9.51268283535557e-08,6.49741802148968e-07,"+"
"708","IGF2BP2-AS1",10.8739482128787,9.58001752981018e-08,6.5341673236516e-07,"+"
"709","NDRG1",10.8974742940273,9.65711523130036e-08,6.57746254611416e-07,"+"
"710","MYBPC3",10.1041353543306,9.72534220880874e-08,6.61460246849823e-07,"+"
"711","LOC105371433",12.2044594941175,9.75637016541667e-08,6.62637292950733e-07,"+"
"712","OTULIN",-11.9386876529237,9.77166724830986e-08,6.62744117164162e-07,"-"
"713","CACNA1D",-12.1807640364432,9.92145674911779e-08,6.71959532138707e-07,"-"
"714","CLDN10",-12.3440110924122,9.98370848178499e-08,6.75228687094394e-07,"-"
"715","DNAJA1",-11.3845102851427,1.01426362661583e-07,6.8461278115489e-07,"-"
"716","LOXL4",-11.1066432452721,1.0170293110559e-07,6.8461278115489e-07,"-"
"717","CELA1",12.3052040016966,1.01791670505117e-07,6.8461278115489e-07,"+"
"718","PQBP1",-12.9232907289764,1.01761359609806e-07,6.8461278115489e-07,"-"
"719","SNRK",11.6563516753345,1.03230433340724e-07,6.91797611178476e-07,"+"
"720","C9orf62",11.0372338450536,1.0328972409602e-07,6.91797611178476e-07,"+"
"721","SHISA2",10.6829932931071,1.03238789211197e-07,6.91797611178476e-07,"+"
"722","LINC01135",12.0474665835738,1.03678913380152e-07,6.93442482981651e-07,"+"
"723","MIR765",12.0974763622337,1.05322345277418e-07,7.03460035054844e-07,"+"
"724","ACOXL",11.5741171004564,1.07056367891691e-07,7.12374691631136e-07,"+"
"725","DOP1B",11.2124721382309,1.07036549133356e-07,7.12374691631136e-07,"+"
"726","NFAM1",11.7035532799553,1.07099611953656e-07,7.12374691631136e-07,"+"
"727","ISL2",12.4758039723832,1.09010256314431e-07,7.24086007898747e-07,"+"
"728","YIPF2",12.0900849146253,1.10923786369586e-07,7.35784291729029e-07,"+"
"729","GRAMD2A",11.779155563075,1.1128613085105e-07,7.37175206968067e-07,"+"
"730","RPS27A",12.2680335029947,1.12020842785404e-07,7.41025547685909e-07,"+"
"731","STRA8",-11.4719597014781,1.12687060550364e-07,7.4441288016102e-07,"-"
"732","FAM225A",-11.7825596877266,1.14719730854459e-07,7.56805437563088e-07,"-"
"733","GPR37L1",11.3639886123533,1.15090512517346e-07,7.57182677038506e-07,"+"
"734","ZNF703",11.3926297612976,1.14953275893976e-07,7.57182677038506e-07,"+"
"735","RERG-AS1",11.3929752007089,1.16134151218136e-07,7.6300927378555e-07,"+"
"736","MIR3126",11.084114725403,1.17114490497396e-07,7.68404720940113e-07,"+"
"737","NEURL1-AS1",11.2415043380589,1.20888809017216e-07,7.92092345650114e-07,"+"
"738","C1orf162",-12.0709516650692,1.21240419802841e-07,7.9331976589149e-07,"-"
"739","MIR7152",10.1352900071972,1.23741732888222e-07,8.07498416374627e-07,"+"
"740","KCNH3",-12.3039219158953,1.23662607841274e-07,8.07498416374627e-07,"-"
"741","EFCAB9",-11.6469524241101,1.26298858037971e-07,8.20857584744767e-07,"-"
"742","SOX7",-12.0886393542236,1.26251242422573e-07,8.20857584744767e-07,"-"
"743","WNT9B",11.3510922061848,1.26036304652546e-07,8.20857584744767e-07,"+"
"744","ERG",10.9502010069546,1.27037026898641e-07,8.24545433996692e-07,"+"
"745","MIR3189",-11.3026894824837,1.27672758248674e-07,8.27559395413218e-07,"-"
"746","UCP3",-11.0331602847561,1.2805963781413e-07,8.27997052550875e-07,"-"
"747","MIR199A1",-12.1805650858919,1.28083205271382e-07,8.27997052550875e-07,"-"
"748","MARCH8",-11.9058727692668,1.28758567534527e-07,8.31250163936137e-07,"-"
"749","LL22NC01-81G9.3",11.4804468981337,1.29120147702727e-07,8.32471553079399e-07,"+"
"750","SH2D1B",-11.7264865286102,1.295315278939e-07,8.34010330932855e-07,"-"
"751","PSMF1",11.9477776759034,1.29748391720096e-07,8.34294252485147e-07,"+"
"752","SPINK4",12.4123463537112,1.30243286148195e-07,8.36362804268131e-07,"+"
"753","CREB3",12.3117219575828,1.32504195973387e-07,8.47500347490711e-07,"+"
"754","MIR4512",11.5097572745347,1.32485223410577e-07,8.47500347490711e-07,"+"
"755","MEIS3",-12.4379040232025,1.32303966633392e-07,8.47500347490711e-07,"-"
"756","FAM222A",11.2643623422764,1.3277599371717e-07,8.48115441349488e-07,"+"
"757","EVL",-12.0321086181718,1.33976898711988e-07,8.54655804333145e-07,"-"
"758","TNFRSF1A",-11.8391105270206,1.34334738841744e-07,8.55807986631635e-07,"-"
"759","ANO6",11.7447641534486,1.37964935031042e-07,8.77776905487356e-07,"+"
"760","ARL15",12.1947045311347,1.38370850687707e-07,8.79201102593339e-07,"+"
"761","SFMBT1",11.7447471843976,1.39080520846499e-07,8.82549060667207e-07,"+"
"762","PPDPF",-11.7765365324403,1.42758811482853e-07,9.04701181956294e-07,"-"
"763","ANKRD44",-11.533207645765,1.44485621060742e-07,9.14444382833974e-07,"-"
"764","FKBP6",11.5525184458192,1.45350280593261e-07,9.17511771222035e-07,"+"
"765","ULK2",11.4234286830064,1.45284115095581e-07,9.17511771222035e-07,"+"
"766","ZNF629",11.3510189785124,1.45561767134071e-07,9.17647223877841e-07,"+"
"767","HCAR2",12.3103656016706,1.47254212058401e-07,9.27106375528056e-07,"+"
"768","CCL1",-11.843968387789,1.4763916015957e-07,9.28319667201256e-07,"-"
"769","FEM1C",-10.6342770319056,1.47840796803872e-07,9.28378683700778e-07,"-"
"770","DGKA",12.5054013458282,1.4827196441859e-07,9.29877033996588e-07,"+"
"771","TMPRSS4",11.4593707828517,1.50352010725823e-07,9.38100784941165e-07,"+"
"772","FOXJ2",11.2997409980552,1.50360324610574e-07,9.38100784941165e-07,"+"
"773","FOXG1-AS1",-10.8565268388216,1.49990517632394e-07,9.38100784941165e-07,"-"
"774","ADGRE1",12.3422642023769,1.50013224861005e-07,9.38100784941165e-07,"+"
"775","MIR4799",11.6342520866055,1.51067334790275e-07,9.41295689938373e-07,"+"
"776","HVCN1",11.9876746494227,1.51895843785816e-07,9.45238440259928e-07,"+"
"777","DEDD",-12.0258785012798,1.52484283010596e-07,9.4767902530009e-07,"-"
"778","LOC100506937",-11.6299316347594,1.54875665249567e-07,9.61304097031052e-07,"-"
"779","PHACTR1",11.6511235209578,1.56654375092622e-07,9.69851252977271e-07,"+"
"780","UNC5B",12.0403439650438,1.56534414462002e-07,9.69851252977271e-07,"+"
"781","PEX13",11.9876460264882,1.5846953087829e-07,9.79565718705788e-07,"+"
"782","CLSTN2",-11.3554590479749,1.58629196940966e-07,9.79565718705788e-07,"-"
"783","RAP1B",-11.9123502173478,1.5955289935985e-07,9.84011431684185e-07,"-"
"784","LINC01740",11.1596203243124,1.60152254697544e-07,9.86448007569438e-07,"+"
"785","DLX1",-11.6337146279219,1.62028083460058e-07,9.96730719781681e-07,"-"
"786","CPXM2",9.85234682901851,1.64089336696288e-07,1.00812647189106e-06,"+"
"787","LOC102723672",11.0047468252029,1.67965469116602e-07,1.03062928889971e-06,"+"
"788","TNFAIP8",-11.3840301222605,1.68596476327804e-07,1.03318830480579e-06,"-"
"789","SERPINH1",11.9691770883081,1.69956246575875e-07,1.04020115933447e-06,"+"
"790","MIR3138",-10.971049701333,1.7101150340068e-07,1.04401333744865e-06,"-"
"791","CPXM1",-10.971049701333,1.7101150340068e-07,1.04401333744865e-06,"-"
"792","MIR548AX",-10.5972332996819,1.71248727603623e-07,1.04414154747209e-06,"-"
"793","SESN2",11.844086636887,1.7334692421343e-07,1.05560188780158e-06,"+"
"794","CD101",12.3575697461978,1.76818303341926e-07,1.07359593539013e-06,"+"
"795","LOC101928052",-10.8889715212093,1.76968806082116e-07,1.07359593539013e-06,"-"
"796","TLR4",11.1008412304018,1.76936517738894e-07,1.07359593539013e-06,"+"
"797","PLXNA1",10.4640769062965,1.77932610750877e-07,1.07673756555888e-06,"+"
"798","KLHL8",-11.3221236877853,1.77783538967139e-07,1.07673756555888e-06,"-"
"799","ADIPOR2",-11.6376550606681,1.79091193924929e-07,1.08239220959134e-06,"-"
"800","MIR153-2",11.5256091618016,1.82614186608488e-07,1.10230488391548e-06,"+"
"801","CD84",11.5615866160941,1.83745123033606e-07,1.10774681539236e-06,"+"
"802","ARHGEF28",11.8347340025281,1.85761228110876e-07,1.11850495080726e-06,"+"
"803","RIBC2",-12.0318350818075,1.87348728078675e-07,1.12665878940464e-06,"-"
"804","KLLN",10.7629413053223,1.88837287091477e-07,1.13419808378699e-06,"+"
"805","SLC9A7",12.0030252527623,1.9136058674424e-07,1.14792580545085e-06,"+"
"806","AGFG1",11.2412336826996,1.92515201547802e-07,1.15131604744653e-06,"+"
"807","SSC4D",11.2412336826996,1.92515201547802e-07,1.15131604744653e-06,"+"
"808","ABCC3",11.2272305440209,1.92640995306854e-07,1.15131604744653e-06,"+"
"809","LOC102724710",-11.5328758466242,1.93874247154317e-07,1.1562207697403e-06,"-"
"810","APAF1",11.3636894375709,1.93940530853104e-07,1.1562207697403e-06,"+"
"811","MIR6728",-11.6297379959333,1.94582335425559e-07,1.15718977557885e-06,"-"
"812","SMIM20",-11.3224744543916,1.94374222333004e-07,1.15718977557885e-06,"-"
"813","ZNF236-DT",-12.1527199951631,1.96646121726148e-07,1.16802475008065e-06,"-"
"814","EPOR",-11.0791600888999,1.99370500106312e-07,1.18275202090096e-06,"-"
"815","PRR5L",10.5256983038048,2.00052775204819e-07,1.18522887615504e-06,"+"
"816","TENT4B",10.5321801227356,2.00278890648688e-07,1.18522887615504e-06,"+"
"817","LINC02158",-11.7896821478509,2.02004401678404e-07,1.19397705716648e-06,"-"
"818","MIR583",-11.3664409422421,2.08284065512326e-07,1.22954207082754e-06,"-"
"819","NRON",11.7613622533338,2.08530742598417e-07,1.22954207082754e-06,"+"
"820","ROCK2",-11.1693195524371,2.10207935068574e-07,1.23641183732782e-06,"-"
"821","FBXW7-AS1",12.0855566993303,2.10090975609967e-07,1.23641183732782e-06,"+"
"822","NTAN1",11.6505758521784,2.10572010723055e-07,1.23704652041561e-06,"+"
"823","MNDA",-11.6500236321624,2.12184843662939e-07,1.24500681658364e-06,"-"
"824","CSE1L-AS1",11.7369611776856,2.13785727901445e-07,1.25287776703408e-06,"+"
"825","ALAS1",11.9265148484808,2.14855332906859e-07,1.25761988194815e-06,"+"
"826","NLRC4",12.1977792196805,2.18000477007351e-07,1.27448462889649e-06,"+"
"827","NUMB",10.8093017861952,2.1956067951822e-07,1.28069747299637e-06,"+"
"828","EMP3",12.3556390399616,2.19593602741974e-07,1.28069747299637e-06,"+"
"829","CLEC4F",11.8162360310761,2.22297369962524e-07,1.29490229137398e-06,"+"
"830","MIR4797",11.2840417667924,2.22819354162747e-07,1.29637910994206e-06,"+"
"831","SLC12A9",11.7445216726303,2.24100701629101e-07,1.30074126022203e-06,"+"
"832","NUFIP1",11.1225034333603,2.24107833610423e-07,1.30074126022203e-06,"+"
"833","LINC00877",10.2141203603863,2.26221367290656e-07,1.30985969142276e-06,"+"
"834","PRSS33",12.097051587906,2.26048859434422e-07,1.30985969142276e-06,"+"
"835","GLIS3-AS1",-11.6295901674934,2.26558408058173e-07,1.3102401826502e-06,"-"
"836","GRIP2",-10.6838580943048,2.28253473528062e-07,1.31846414314236e-06,"-"
"837","CD3E",11.5636624008192,2.29654686325536e-07,1.32497309470252e-06,"+"
"838","TP53BP2",11.5307097293965,2.30048386478244e-07,1.32566069009957e-06,"+"
"839","ADORA1",10.9172328203804,2.306940658268e-07,1.32779695337022e-06,"+"
"840","PDE4D",11.9947425148284,2.31513930506542e-07,1.33092948859059e-06,"+"
"841","CEP19",11.6170539123606,2.32574607384502e-07,1.33543731160495e-06,"+"
"842","LOC653712",11.6086296372292,2.34982819448535e-07,1.3476627495451e-06,"+"
"843","S1PR3",11.7444797619544,2.36206124459399e-07,1.35307161923421e-06,"+"
"844","FMO4",-11.6364953586583,2.36648586243153e-07,1.35400002721349e-06,"-"
"845","LOC105369911",-11.0814269556512,2.37558070252722e-07,1.35759517307739e-06,"-"
"846","ZDHHC20",10.2140868828702,2.37913414869117e-07,1.3580187711619e-06,"+"
"847","HBP1",11.4083332312678,2.3952110340267e-07,1.36558135576327e-06,"+"
"848","SLC34A2",11.5629802985602,2.401566571934e-07,1.36759020941855e-06,"+"
"849","LINC01756",-10.8560629314062,2.43102433991824e-07,1.38127522309827e-06,"-"
"850","LOC101927468",11.6907848486456,2.43417936396072e-07,1.38127522309827e-06,"+"
"851","PPP4C",-11.4177903423444,2.43140345237797e-07,1.38127522309827e-06,"-"
"852","MAP9",12.1567031895771,2.44412491205354e-07,1.38529098595147e-06,"+"
"853","PCCA-AS1",-11.065624341273,2.45348999684814e-07,1.38571967190406e-06,"-"
"854","NUDT16L1",-10.6985507334174,2.45193669200508e-07,1.38571967190406e-06,"-"
"855","MIR4523",-11.7021642922281,2.44848333209863e-07,1.38571967190406e-06,"-"
"856","TOGARAM2",10.6126708376584,2.46219810213318e-07,1.38901339196275e-06,"+"
"857","TNIK",10.7627474011596,2.548441288513e-07,1.43598867937331e-06,"+"
"858","PPEF2",10.7678284573477,2.59635235653675e-07,1.46128036476876e-06,"+"
"859","TMOD1",11.3140961439395,2.60543719704943e-07,1.46468640565212e-06,"+"
"860","SAPCD1-AS1",-11.8038457562631,2.62925445675793e-07,1.47464224990523e-06,"-"
"861","PPP1R17",-10.8134570813243,2.62768551143547e-07,1.47464224990523e-06,"-"
"862","NFIC",11.5551600424077,2.6380602138016e-07,1.47786459077122e-06,"+"
"863","LINC01312",-10.8882799604425,2.65811042601526e-07,1.48737140755825e-06,"-"
"864","ATP1A4",11.2267205076379,2.6771219543146e-07,1.49627568488255e-06,"+"
"865","ZBTB46-AS1",11.5629609423873,2.68265581832707e-07,1.49763525395392e-06,"+"
"866","BATF3",-12.0605795574911,2.71758495480782e-07,1.51447103816962e-06,"-"
"867","ASPHD2",-11.3185829541878,2.71908550443789e-07,1.51447103816962e-06,"-"
"868","DIAPH1",11.2993947932328,2.74079092574976e-07,1.52480177194074e-06,"+"
"869","ATP6V1G3",10.9221330749144,2.7866929323914e-07,1.54677473224346e-06,"+"
"870","EIF4A3",-11.2309189043583,2.78536607464302e-07,1.54677473224346e-06,"-"
"871","NAV1",10.6269883767033,2.81372425155863e-07,1.55998558103061e-06,"+"
"872","LINC01655",10.831668368739,2.82670462717606e-07,1.56406306522468e-06,"+"
"873","XDH",11.70442882474,2.82755654574683e-07,1.56406306522468e-06,"+"
"874","GDF15",11.5629361800987,2.83749031495195e-07,1.56776209735732e-06,"+"
"875","PPA2",11.8439263362185,2.84074699280795e-07,1.56776768323081e-06,"+"
"876","MIR6822",-11.0132659842514,2.85160463877453e-07,1.57196333340665e-06,"-"
"877","C17orf77",-11.656972754517,2.87277571893066e-07,1.58182827214551e-06,"-"
"878","MIR938",11.3311241524108,2.90282354571132e-07,1.59655295014122e-06,"+"
"879","RUBCNL",-11.4447622903378,2.95189570885163e-07,1.62169560614841e-06,"-"
"880","ITGA9-AS1",11.2164728710922,2.96257501794158e-07,1.62571304109544e-06,"+"
"881","TMEM267",-11.3659972681565,2.98667374685731e-07,1.63461049512907e-06,"-"
"882","BTBD11",10.165860784042,2.98267274012903e-07,1.63461049512907e-06,"+"
"883","MTA1",11.3995280564166,2.98894401987775e-07,1.63461049512907e-06,"+"
"884","SCMH1",11.6084276073174,3.02193357872257e-07,1.64891720357642e-06,"+"
"885","MXI1",11.7443271023557,3.02171583563753e-07,1.64891720357642e-06,"+"
"886","ANKRD33",-11.6033446361658,3.04757454506727e-07,1.66103131807335e-06,"-"
"887","GJA1",-11.1519376727606,3.06945830558653e-07,1.66992066472171e-06,"-"
"888","TEX13C",11.254012748242,3.07080047685417e-07,1.66992066472171e-06,"+"
"889","ZNF175",12.0969110664886,3.08391299293235e-07,1.67516488671207e-06,"+"
"890","LOC200772",-9.73351260595492,3.08835081698327e-07,1.67569057249575e-06,"-"
"891","FMNL1",-11.1028347120208,3.09292004396302e-07,1.67628629543181e-06,"-"
"892","HBEGF",-11.4845875385457,3.1242193955474e-07,1.69135150909175e-06,"-"
"893","LOC101929551",10.8315880920356,3.13222539890418e-07,1.69219348655787e-06,"+"
"894","TNRC18",11.1005752351683,3.13278313725975e-07,1.69219348655787e-06,"+"
"895","ARHGAP30",-11.9117920328513,3.14576283490762e-07,1.69730600332613e-06,"-"
"896","CST7",-11.4550876085563,3.15672265205358e-07,1.70131849182664e-06,"-"
"897","OTUD5",-11.5324618544354,3.16660681873284e-07,1.70474295737579e-06,"-"
"898","INO80D",11.4029433148661,3.18072307486621e-07,1.71043560451324e-06,"+"
"899","TNPO3",-11.8873535914321,3.195075343079e-07,1.71624236170506e-06,"-"
"900","WDR45B",11.2035228690482,3.20194495106475e-07,1.71802135207685e-06,"+"
"901","EFCAB10",-11.6366010143729,3.2132171575172e-07,1.72215601039407e-06,"-"
"902","CXCL17",11.0305635079222,3.22128517801783e-07,1.7245660892071e-06,"+"
"903","ZNF644",10.4387775011765,3.25877758801752e-07,1.74077842616555e-06,"+"
"904","ABCB10",11.3505509232769,3.25586529302936e-07,1.74077842616555e-06,"+"
"905","DNAJC10",10.7825073758444,3.27257988585878e-07,1.74621969821127e-06,"+"
"906","CASR",11.5628471817251,3.28811170053756e-07,1.75257079491125e-06,"+"
"907","SLC9A9-AS1",-10.3403778812312,3.29361005843958e-07,1.75356592857825e-06,"-"
"908","NUP153",11.5628445193888,3.29921339702547e-07,1.75461470200837e-06,"+"
"909","MIR8065",10.1657868667075,3.31675245078993e-07,1.76200193452856e-06,"+"
"910","CNOT2",-10.9649723138158,3.34418260592434e-07,1.77267374357943e-06,"-"
"911","CEACAM4",11.8701264035407,3.34361856268728e-07,1.77267374357943e-06,"+"
"912","ENAH",-11.3018333732185,3.38037899799082e-07,1.78984265534934e-06,"-"
"913","LINC02412",-11.7757024342946,3.38398497480627e-07,1.78984265534934e-06,"-"
"914","CDHR5",10.8966949727464,3.39987724716755e-07,1.79555952472885e-06,"+"
"915","ABTB2",11.6083531243754,3.40223020320336e-07,1.79555952472885e-06,"+"
"916","IRF5",-11.7192763543269,3.43143687460007e-07,1.80899657941525e-06,"-"
"917","TMEM132E",-10.596521725588,3.48355517841351e-07,1.8344697880653e-06,"-"
"918","HLA-DQA1",-11.6631083979857,3.54134748128377e-07,1.8628722208191e-06,"-"
"919","MIR4456",11.4607359291672,3.57042307730314e-07,1.87612329056549e-06,"+"
"920","OPTC",11.870082118702,3.58002711519426e-07,1.8791251020949e-06,"+"
"921","LOC574538",11.7443143501882,3.59559538502159e-07,1.88524756941034e-06,"+"
"922","PIGR",11.5628007213414,3.62102234307655e-07,1.890618178264e-06,"+"
"923","SLC39A8",11.7090358415372,3.61412023619057e-07,1.890618178264e-06,"+"
"924","QPRT",-11.1348205398017,3.62149889189107e-07,1.890618178264e-06,"-"
"925","CD33",11.4607319313522,3.61457107914327e-07,1.890618178264e-06,"+"
"926","TMED5",11.3924202976246,3.64426372847968e-07,1.90044811499226e-06,"+"
"927","SPOCK3",-10.6388105758586,3.65145727542599e-07,1.90214532718793e-06,"-"
"928","ICAM4",11.2035720014908,3.66400330066559e-07,1.90662413134851e-06,"+"
"929","LOC102723729",11.3499151883216,3.67932322824136e-07,1.91253518505679e-06,"+"
"930","SERPINB2",-11.5323422433255,3.70612809773863e-07,1.92439705204085e-06,"-"
"931","CTF1",11.8343073816519,3.72785369774483e-07,1.93359887286894e-06,"+"
"932","STIMATE",11.0571948292728,3.74516072225537e-07,1.94043208816845e-06,"+"
"933","EDNRB-AS1",11.2265952991973,3.74906427471767e-07,1.94043208816845e-06,"+"
"934","GJD4",-11.0130122603335,3.7541988064703e-07,1.94100921161082e-06,"-"
"935","SPOCK1",10.8966221286447,3.77335075844797e-07,1.94882468583372e-06,"+"
"936","LOC400867",-11.6360295917827,3.77919834294581e-07,1.94975948697492e-06,"-"
"937","TRIM14",11.2408428385051,3.78603095497158e-07,1.95119994466999e-06,"+"
"938","ADAMTS3",-10.8658922779068,3.79865706666292e-07,1.95561993335983e-06,"-"
"939","EPDR1",-11.9051593129236,3.80683934939641e-07,1.95774517766084e-06,"-"
"940","LINC02130",10.7674555170566,3.83303707111738e-07,1.96912085281126e-06,"+"
"941","SH3BGRL3",-11.7739636604977,3.8643894972262e-07,1.98311762827899e-06,"-"
"942","OLFML3",-10.683333543694,3.89263067553311e-07,1.9933736513414e-06,"-"
"943","ARPP21",-10.683333543694,3.89263067553311e-07,1.9933736513414e-06,"-"
"944","NAT2",10.7003471462338,3.92781310014389e-07,2.00925947675793e-06,"+"
"945","LOC729683",10.6606858598002,3.94348976901956e-07,2.01514413699423e-06,"+"
"946","UTP14A",12.1941725713186,3.95055073194697e-07,2.01661833874967e-06,"+"
"947","MIR6760",11.5704118602402,3.99082894352214e-07,2.03502776856055e-06,"+"
"948","CLUL1",11.2991750002475,4.01337203573977e-07,2.04436429964002e-06,"+"
"949","GPC4",10.8314421641677,4.02431049398066e-07,2.04777611964517e-06,"+"
"950","CD226",11.5332704512756,4.04448169391539e-07,2.05587390525447e-06,"+"
"951","LINC02611",11.1590425975851,4.06467109929267e-07,2.0639639052034e-06,"+"
"952","EPHX3",-11.1400653167072,4.07333741294029e-07,2.06619184528242e-06,"-"
"953","SNAPIN",11.4028142062336,4.07936982058944e-07,2.06708046837633e-06,"+"
"954","CAPN13",10.5551134885608,4.08512014822767e-07,2.06782444400329e-06,"+"
"955","MIR3921",-11.9074201998041,4.13558157354402e-07,2.09117522708315e-06,"-"
"956","PMFBP1",10.6123479857582,4.1650894066039e-07,2.10389296490484e-06,"+"
"957","KLHL26",11.5627210322052,4.17414648277129e-07,2.10626471946735e-06,"+"
"958","MIR5584",11.4605983734037,4.2243763390292e-07,2.12938552621837e-06,"+"
"959","MIR4528",-10.6119801646611,4.2431097844692e-07,2.13659824287818e-06,"-"
"960","HAAO",-11.9573347938874,4.31790052112349e-07,2.17199391838597e-06,"-"
"961","TSPAN33",-11.6281221922887,4.33491060538305e-07,2.17828130212224e-06,"-"
"962","LOC100996583",10.9556130958396,4.34278584646218e-07,2.17997015099437e-06,"+"
